Serial,Comph_we,Comph_wk,Comp_we,Comp_wk,Smart_we,Smart_wk,Watch_we,Watch_wk
1103387,1,0.5,0,0,3,2,3,2
1103388,6,4,0,0,7,7,7,7
1103389,0.5,0.5,0.5,0,4,5,5,4
1103390,4,4,7,5,5,3,0.5,5
1103391,0,0,5,4,0.5,0.5,3,3
1103392,3,1,0,0,7,5,6,4
1103393,0,1,2,0,1,0,4,3
1103394,5,5,0,1,0.5,2,4,7
1103395,0,1,0,0,7,7,1,3
1103396,0,0,0,0,6,6,4,6
1103397,6,5,0.5,0.5,6,5,4,1
1103398,7,4,0,0,7,7,7,5
1103399,0,0,0,0,0,0,3,1
1103400,1,3,0,2,7,7,6,4
1103401,1,1,2,0,5,3,7,5
1103402,1,1,1,1,1,1,0,0.5
1103403,1,0.5,0,0,1,0.5,5,4
1103404,0.5,0.5,0,0,7,7,3,1
1103405,0,0,0,0,1,1,1,0
1103406,0.5,0.5,0,0.5,4,3,1,2
1103407,3,3,0,0,3,3,4,4
1103408,0,0,0,0,7,4,4,4
1103409,1,1,0,0,6,0.5,3,4
1103410,3,3,2,2,7,7,4,2
1103411,7,7,0,0,7,7,7,3
1103412,7,5,1,1,2,1,4,3
1103413,0.5,0,0,0,6,4,6,4
1103414,4,3,0,0,7,7,3,1
1103415,0,0,1,0,7,6,3,3
1103417,2,0.5,0,0,5,0.5,1,0
1103418,0,0,0,0,0.5,0.5,6,5
1103419,1,0.5,0,0,2,2,1,0.5
1103420,0.5,0.5,4,2,7,5,4,3
1103421,2,0.5,2,1,3,2,5,3
1103422,0,1,0,0,7,7,6,3
1103424,2,3,1,0,7,6,5,5
1103426,4,2,0.5,0,0.5,0.5,4,2
1103427,0.5,0.5,0,0,5,4,2,2
1103428,0,0,0,0,5,4,0.5,0.5
1103429,0,0,0,0,7,7,0.5,1
1103430,4,3,0,0,3,3,3,2
1103431,2,1,1,0.5,6,4,5,3
1103432,1,3,0,0,5,4,2,3
1103433,1,0.5,0,0,2,1,3,2
1103434,1,2,4,4,5,3,0.5,0
1103436,1,0.5,2,0.5,2,2,3,2
1103437,0.5,0.5,0,0,0.5,0.5,3,1
1103438,2,1,1,0,0,0,5,3
1103439,2,2,0,0,7,7,7,4
1103440,1,1,0,0,6,4,5,3
1103441,0.5,2,0.5,0,0.5,0.5,3,2
1103442,0,0,0,0,5,3,3,1
1103443,5,3,0,0,2,1,4,2
1103444,7,7,0,0,7,7,7,3
1103445,3,2,2,0.5,0,0,4,3
1103446,0,0,1,1,7,7,4,5
1103447,1,0.5,0.5,0,7,7,6,4
1103448,7,7,5,3,7,7,5,3
1103449,3,2,0,0,4,3,0,0.5
1103450,0.5,0,0,0,2,1,5,3
1103451,3,1,3,1,3,2,6,4
1103452,0.5,2,6,3,1,2,4,3
1103453,5,5,0,0,0.5,0.5,3,1
1103454,5,4,0.5,0.5,6,6,3,1
1103455,4,2,0.5,0.5,4,5,5,4
1103456,2,2,0,0,4,4,0.5,1
1103457,0,0,0.5,0,7,7,6,4
1103458,2,0.5,0,0,0.5,0.5,3,2
1103459,0.5,2,0.5,0,7,5,4,3
1103460,2,1,0,0,3,2,4,3
1103461,1,2,2,0,7,4,6,3
1103462,4,3,0,0,4,3,0.5,0.5
1103464,0.5,0.5,0,0,5,3,2,0.5
1103465,2,1,0,0,6,6,0.5,1
1103466,2,3,0,0,0,0,3,3
1103467,0.5,2,0,0,7,7,2,3
1103468,0.5,2,5,3,1,0.5,1,1
1103469,0,0,4,1,7,4,5,3
1103470,0.5,0.5,1,0.5,7,7,3,1
1103471,3,5,0,0,3,5,3,5
1103472,5,2,0,0,1,0.5,1,1
1103473,1,2,0,0,2,2,2,3
1103474,0,1,0,0,4,4,7,4
1103475,4,7,1,3,7,7,4,7
1103476,1,0,0,0,4,4,4,3
1103477,2,2,4,3,7,7,3,3
1103478,2,3,0,0,2,2,3,1
1103479,1,0.5,1,0.5,5,5,5,3
1103480,0,0,0,0,7,5,4,2
1103481,2,1,0,0,7,6,7,2
1103482,1,0.5,0,0,7,7,2,2
1103484,2,1,0,0,4,3,4,3
1103485,0,0,0,0,2,2,5,3
1103486,3,2,0,0,3,2,4,3
1103488,3,3,1,0,0.5,1,2,0
1103489,1,1,6,4,0.5,0.5,1,1
1103490,5,4,0,0.5,5,4,3,3
1103491,0,0,1,0.5,1,1,3,2
1103492,0.5,0,4,0,1,0,7,3
1103493,7,5,4,0,0,0.5,3,5
1103494,6,3,5,3,6,3,5,3
1103495,0,0,0,0,0,0,7,2
1103496,2,1,5,4,0.5,0.5,0,0
1103497,2,1,4,2,3,2,3,2
1103498,7,5,5,2,0,0,0.5,0.5
1103499,5,5,3,1,7,7,3,3
1103500,0.5,1,6,3,1,1,2,1
1103502,7,4,0.5,0,7,3,3,2
1103503,7,6,7,6,7,6,7,6
1103504,7,7,6,6,0,0,4,4
1103505,5,3,5,3,2,2,5,4
1103506,2,1,5,2,2,1,3,2
1103508,7,7,4,4,1,1,4,3
1103509,6,5,2,1,7,7,6,4
1103510,7,3,7,3,6,3,5,3
1103511,0.5,0.5,0,0,4,3,3,1
1103512,4,2,0,0,1,4,2,2
1103513,3,4,2,2,0.5,0.5,2,1
1103514,5,3,4,3,1,1,2,1
1103515,3,4,6,3,2,1,6,5
1103516,2,1,4,2,5,3,4,2
1103517,3,2,0.5,1,5,5,3,5
1103518,3,3,5,4,3,2,3,3
1103519,4,5,0.5,1,0,0,1,0.5
1103520,2,2,5,3,2,1,3,2
1103521,0,0,2,3,2,1,4,2
1103522,0.5,1,6,6,0.5,0.5,5,5
1103523,3,1,3,0.5,3,1,3,1
1103524,3,2,7,4,4,2,7,6
1103525,1,0.5,3,2,6,5,2,1
1103526,0,0,2,1,6,4,5,3
1103527,1,0.5,2,1,0.5,0.5,2,2
1103528,4,3,3,1,3,6,1,0.5
1103529,0.5,0.5,0,0,3,2,1,0.5
1103530,2,2,3,2,0,0,5,4
1103531,0,0,2,1,7,7,3,4
1103532,0,1,3,4,0.5,0.5,4,3
1103533,0,0.5,1,3,7,7,3,5
1103534,3,0,4,1,0,0,4,2
1103536,2,1,7,6,1,1,7,7
1103537,0,0,0,0,2,1,2,1
1103538,1,1,7,7,7,7,2,0.5
1103539,0.5,0.5,1,0.5,2,0.5,6,5
1103540,0,0,1,1,7,7,5,4
1103541,0,0,1,0.5,4,3,5,3
1103542,2,2,7,6,2,1,3,2
1103543,0,0,0,0.5,0.5,0.5,3,1
1103544,0,0,1,1,3,2,2,2
1103545,3,1,7,7,7,7,7,7
1103546,0,0,6,3,5,3,4,2
1103547,0.5,0.5,4,3,0,0,5,3
1103548,0.5,0.5,1,0.5,5,5,3,1
1103549,1,2,0.5,0.5,0.5,1,3,3
1103550,7,3,2,0.5,7,7,5,2
1103552,1,1,2,3,7,7,5,5
1103553,4,3,2,2,2,2,3,2
1103554,1,1,0,0,1,1,1,1
1103555,0.5,0,0.5,0.5,3,2,7,4
1103556,0.5,1,6,6,1,1,1,1
1103557,0.5,0.5,2,0.5,7,7,1,4
1103558,5,5,5,4,2,2,6,5
1103559,0,0,0,0,7,5,5,2
1103560,0,0,5,4,4,3,3,2
1103561,0,1,4,2,0.5,0.5,2,2
1103562,2,2,7,3,0,0,7,7
1103563,0,0,2,0.5,0,0,2,1
1103564,0,0,6,0.5,2,1,1,5
1103565,6,4,6,5,1,1,6,4
1103566,7,0.5,7,0,0,0,0,5
1103567,0,0,7,5,0,0,6,3
1103568,1,0.5,4,2,6,3,3,2
1103569,5,4,7,7,7,6,7,5
1103570,5,3,7,7,1,1,2,0.5
1103571,0,0,1,0,0,0,3,1
1103572,1,2,1,1,5,5,4,4
1103573,3,3,6,4,7,7,7,7
1103574,1,0.5,1,0.5,0,0,1,2
1103575,0,2,0,0,3,3,7,2
1103576,4,2,6,3,6,4,6,2
1103577,1,1,0,0,5,4,4,2
1103578,0.5,0.5,6,5,1,0.5,7,7
1103579,0,3,5,2,4,5,7,5
1103580,0.5,0.5,5,3,1,1,3,1
1103581,2,1,5,3,5,4,2,2
1103582,0,0,1,3,3,3,1,3
1103583,1,1,3,2,0,0,5,5
1103584,0.5,0,0,0,0,0,0.5,0
1103585,3,2,5,5,0,0,2,1
1103586,1,1,2,1,0,0,4,3
1103587,0,0,0.5,0,2,2,3,2
1103588,0.5,0.5,3,3,0.5,0.5,1,0.5
1103589,4,5,7,0,2,1,1,2
1103590,0.5,0,3,2,0.5,0,4,3
1103591,2,2,3,1,1,0.5,3,1
1103592,0.5,0.5,1,0.5,6,4,3,3
1103593,1,0.5,7,7,0.5,0.5,3,3
1103594,0,0,5,3,7,7,7,7
1103595,3,2,0,0,5,3,2,3
1103596,3,3,4,3,4,3,2,2
1103597,4,3,3,2,2,1,5,4
1103598,7,5,7,6,7,7,6,3
1103599,0.5,1,2,1,2,3,4,4
1103600,5,3,4,3,4,5,6,4
1103601,2,0.5,2,2,3,2,1,1
1103602,2,0.5,0,0,0,0,4,1
1103603,0,0,4,0,6,4,1,0
1103604,4,3,3,2,4,3,2,1
1103605,0,0,1,1,3,3,2,2
1103606,3,2,3,2,0,0,7,4
1103607,1,0.5,6,4,2,1,1,0.5
1103608,3,2,5,3,7,4,3,2
1103609,4,1,7,3,2,2,7,3
1103610,6,2,1,3,7,6,2,4
1103611,1,0.5,7,5,7,7,7,5
1103612,0.5,1,0.5,1,1,2,0.5,1
1103613,0.5,0.5,3,0.5,0.5,0.5,2,2
1103614,7,0,0,0.5,0.5,0,7,5
1103615,7,5,5,3,5,3,7,5
1103616,4,2,4,3,5,3,7,4
1103617,7,6,0,0,7,7,7,6
1103618,1,0.5,5,0.5,5,3,5,0.5
1103619,7,7,7,7,1,1,7,6
1103620,0,0,1,0.5,1,1,1,0.5
1103621,0,2,1,0.5,0.5,0.5,2,1
1103622,1,0.5,5,3,7,6,1,0.5
1103623,0,0,0,0,1,1,0,0
1103624,2,2,3,2,6,6,5,3
1103625,2,2,3,1,4,2,5,3
1103626,0,0,3,0.5,2,1,3,2
1103627,0,0,0,0,3,3,1,1
1103628,0,0,0.5,0.5,2,2,7,7
1103629,6,4,5,3,3,2,4,2
1103630,1,0.5,4,1,7,7,6,4
1103631,2,2,2,0.5,3,3,4,2
1103632,0.5,0.5,5,1,2,1,3,5
1103633,7,7,3,2,0,0.5,3,2
1103634,1,4,5,3,5,3,4,2
1103635,4,3,0,0,7,5,1,1
1103637,4,2,5,0.5,7,5,5,4
1103638,3,1,2,0,2,1,3,1
1103639,0.5,0.5,5,4,2,2,6,5
1103640,0,1,0.5,0,7,7,7,4
1103642,3,3,5,3,4,3,5,3
1103643,0,0,4,3,3,3,5,3
1103644,1,1,0.5,0.5,1,1,3,3
1103645,5,4,5,3,7,7,1,1
1103646,3,2,6,2,0.5,0.5,5,3
1103647,0,0.5,0.5,0,0.5,0.5,3,0.5
1103648,2,1,1,1,0.5,0.5,3,1
1103649,7,2,7,2,7,4,1,0.5
1103650,3,2,7,5,7,6,7,7
1103651,4,3,2,1,1,1,4,2
1103652,0.5,0.5,3,2,7,6,7,5
1103653,2,1,3,1,5,2,3,1
1103654,3,1,5,3,4,4,5,3
1103655,4,4,1,0.5,2,2,1,2
1103656,4,3,2,1,0,0,4,3
1103657,1,0.5,1,0.5,0,0,3,1
1103658,6,6,7,7,4,4,6,6
1103659,2,1,3,1,1,2,2,1
1103660,1,2,2,2,0.5,0.5,4,3
1103661,0.5,0,3,1,2,2,4,2
1103662,1,0.5,3,0.5,0.5,0.5,1,0
1103663,6,6,2,0.5,7,7,6,6
1103664,5,3,4,0.5,1,1,7,2
1103665,3,2,0.5,0,2,2,3,2
1103666,1,1,5,2,0,0,6,3
1103667,2,2,3,3,2,2,2,1
1103668,4,2,1,0.5,0.5,0.5,1,1
1103669,1,1,4,2,1,2,5,4
1103670,7,5,0,0,0,0,7,5
1103671,0.5,0.5,2,1,0,0,1,0.5
1103672,0.5,1,1,0,0,0,3,1
1103674,5,5,7,6,0,0,4,3
1103675,4,2,0,0,0,0,3,1
1103676,3,2,4,2,5,3,1,0.5
1103677,3,2,4,1,2,1,3,2
1103678,1,3,1,0,0.5,0.5,4,5
1103679,0.5,0.5,1,1,7,7,7,5
1103680,0.5,0.5,4,2,0.5,0.5,2,2
1103681,2,1,6,3,2,1,6,4
1103682,0,0,3,0,2,2,1,1
1103683,7,4,7,5,3,2,5,2
1103684,0.5,0.5,7,5,0.5,0.5,1,1
1103685,0,0,3,3,7,7,7,7
1103686,0.5,2,7,5,4,3,7,5
1103687,2,1,4,0.5,3,0.5,2,1
1103688,7,5,6,4,7,7,7,7
1103689,1,1,4,4,0.5,0.5,0,0
1103690,1,1,2,2,7,2,5,2
1103691,2,1,3,1,0.5,0.5,2,2
1103692,2,1,1,0,1,0.5,1,0.5
1103693,0,1,0,0,1,0.5,4,1
1103694,0,0,1,1,3,2,3,2
1103696,0,0,4,2,3,4,3,4
1103697,1,1,2,2,1,1,4,3
1103698,7,5,5,4,1,1,7,5
1103699,0,0,1,1,7,6,6,4
1103700,1,0.5,6,6,0,0,1,1
1103701,0.5,2,3,1,1,0.5,3,2
1103702,1,1,7,4,0.5,0.5,2,3
1103703,4,2,7,4,2,2,1,0
1103704,0,0,0,0.5,4,4,5,3
1103705,0.5,2,1,2,6,4,4,6
1103706,5,3,0,0,4,3,4,3
1103707,6,4,3,1,0.5,0.5,1,0.5
1103708,0.5,0.5,4,2,3,3,3,1
1103709,4,3,0.5,0.5,3,1,5,4
1103710,1,0.5,2,1,1,0.5,4,3
1103711,0,0,0,2,4,4,2,2
1103712,1,0.5,0,0,3,3,3,2
1103714,0,0,1,0.5,2,2,2,2
1103715,0.5,0,0,1,1,1,4,3
1103716,0.5,0.5,3,2,2,1,4,3
1103717,1,0.5,1,2,7,7,7,6
1103718,5,5,3,2,5,5,4,3
1103719,1,1,3,2,2,1,2,1
1103721,3,3,7,5,2,1,7,5
1103722,4,3,0,0,2,1,2,1
1103723,2,3,3,0.5,2,0.5,4,2
1103724,2,3,2,2,0.5,0.5,4,5
1103725,0.5,0.5,2,1,0.5,0.5,2,1
1103726,1,0.5,1,1,2,2,3,3
1103728,0.5,0.5,1,2,0.5,1,1,2
1103729,3,2,3,1,0.5,0.5,4,3
1103730,2,1,0.5,0,2,1,5,2
1103731,2,2,0.5,0,5,2,5,3
1103732,3,3,0,0,4,2,2,2
1103733,3,2,0.5,0,1,0.5,2,2
1103734,0,0.5,0,0,0,2,4,2
1103735,1,1,3,2,1,1,4,3
1103736,0,5,0,0,0,0,0,1
1103737,2,2,2,4,2,2,2,3
1103738,2,1,0,0,0,0,2,1
1103739,0.5,0,4,3,2,1,5,5
1103740,3,0.5,0,0,4,3,4,3
1103741,1,1,0,0,1,1,1,1
1103743,0.5,0,1,0.5,1,1,2,1
1103744,3,3,6,3,2,1,3,3
1103745,2,7,0,0,0.5,2,1,1
1103746,1,2,3,2,2,3,2,1
1103747,1,1,4,3,0.5,0.5,3,2
1103748,3,2,0,0,3,2,5,4
1103749,3,1,0,0.5,3,2,1,2
1103750,7,6,5,4,7,7,7,7
1103751,0.5,0.5,1,0.5,7,5,2,4
1103752,5,3,2,1,4,2,1,1
1103753,0,0,7,4,6,6,3,3
1103754,3,2,6,4,2,1,3,2
1103755,3,2,0.5,0.5,2,1,3,1
1103756,1,1,5,3,5,5,5,3
1103757,1,1,3,3,4,4,2,1
1103759,3,2,2,1,2,3,5,3
1103761,4,3,0,0,6,5,4,6
1103763,4,4,2,0.5,5,3,3,1
1103764,1,1,2,0.5,1,1,5,3
1103765,0,0,0,0,2,2,2,2
1103766,0.5,1,0.5,1,0.5,0.5,2,2
1103767,1,1,2,1,1,0.5,3,2
1103768,4,2,5,3,1,0.5,2,2
1103769,1,0.5,3,1,7,5,7,3
1103770,0,1,2,1,0.5,0.5,3,1
1103771,1,3,2,2,2,2,1,2
1103772,0,0,0,0,2,0.5,0.5,0.5
1103773,3,3,5,4,6,5,3,2
1103774,0,0.5,5,5,1,1,2,1
1103775,1,0.5,3,3,3,1,6,4
1103776,0.5,0.5,0,0,0,0,5,3
1103777,2,0.5,7,3,2,1,5,2
1103778,0.5,0.5,0,0,4,2,2,2
1103779,4,2,6,2,7,7,5,2
1103780,0.5,0,7,5,0,0,0,0
1103781,7,6,7,6,0,0,3,2
1103782,2,2,6,0,3,5,6,3
1103783,3,1,0.5,0,2,0.5,2,2
1103784,5,5,7,4,0,0,2,1
1103785,3,3,0,0.5,4,5,0.5,1
1103786,0.5,1,2,2,5,4,4,3
1103787,1,0.5,4,0,0.5,2,7,2
1103788,4,3,0,0,5,3,7,7
1103789,2,3,0,0,5,4,0,2
1103790,2,1,3,1,1,1,4,2
1103791,0,0,5,0.5,7,5,3,1
1103792,2,1,2,1,0.5,0.5,3,2
1103793,2,1,0.5,0,5,2,3,1
1103794,0,0,0,0,0,0,2,2
1103795,0.5,0.5,3,2,1,0.5,2,1
1103796,0.5,0.5,4,3,2,2,4,2
1103797,4,2,1,1,2,2,7,4
1103798,2,1,1,0,4,2,3,1
1103799,2,3,0,0,0,0,2,1
1103800,0,0,4,1,7,7,3,2
1103801,5,3,0,0,3,2,3,2
1103802,6,5,2,2,0,0,0.5,0
1103803,0.5,0.5,5,3,7,7,0.5,0.5
1103804,2,1,2,1,0.5,0,2,3
1103805,3,2,4,2,5,3,3,2
1103806,0.5,0.5,4,2,0.5,0.5,1,0.5
1103807,2,0.5,0,0,6,5,6,3
1103808,2,2,4,3,1,1,3,3
1103809,2,2,6,3,7,7,0.5,0.5
1103810,4,4,6,2,0.5,0.5,6,4
1103811,2,2,7,6,0.5,0.5,7,7
1103812,0.5,3,2,5,0.5,1,4,2
1103813,2,5,7,7,3,5,7,4
1103814,3,2,4,3,1,0.5,5,3
1103815,4,3,0,0,2,2,5,3
1103816,0,0,2,1,1,1,3,2
1103817,3,3,4,3,3,3,7,5
1103818,1,2,0.5,0,1,1,1,1
1103819,0,0.5,0.5,0.5,7,7,2,2
1103820,5,3,5,2,3,0.5,0,0
1103821,0.5,0.5,1,2,0.5,0.5,1,1
1103822,1,0.5,2,1,1,1,4,2
1103823,2,2,0,0,3,3,3,3
1103824,3,4,0,0,0,0,2,1
1103825,0,0,2,1,3,2,5,3
1103827,1,1,2,1,0.5,0.5,3,2
1103828,5,3,0,0,7,7,7,6
1103829,2,1,3,1,2,2,6,3
1103830,0.5,0.5,3,2,1,1,4,2
1103831,0.5,2,0,0,0.5,0.5,1,2
1103833,0.5,0.5,2,1,4,2,5,3
1103834,0.5,1,4,3,2,1,5,5
1103835,2,1,2,1,1,1,3,2
1103836,0,0,0,0,2,3,1,4
1103837,1,0.5,1,0.5,5,3,4,3
1103838,2,1,6,2,1,0.5,6,3
1103839,7,6,6,5,7,7,4,4
1103840,0.5,2,1,0,1,0.5,2,2
1103841,2,0.5,2,0.5,3,2,2,1
1103842,4,3,2,2,2,2,3,1
1103843,1,1,1,0,7,7,1,1
1103844,2,0.5,3,0.5,5,4,4,5
1103845,1,1,2,1,4,3,3,1
1103846,2,1,3,1,3,4,5,4
1103847,2,1,1,0.5,1,0.5,3,2
1103848,7,6,5,3,0,0,2,1
1103849,1,1,0.5,0.5,3,2,2,1
1103850,2,3,4,1,3,3,3,3
1103851,1,2,1,1,2,2,3,2
1103852,1,2,5,4,0.5,0.5,7,5
1103853,2,1,2,1,5,3,4,2
1103854,1,1,1,0.5,6,5,3,2
1103855,5,4,4,2,5,4,4,2
1103856,1,1,6,4,0,0,7,2
1103857,4,4,2,0.5,7,7,5,2
1103858,0,0.5,0,0,0.5,1,6,7
1103859,0.5,0.5,3,2,3,2,2,1
1103860,0.5,0,2,0,0.5,0.5,3,2
1103861,0,0,4,2,5,3,3,1
1103862,0.5,0.5,0,0,0,0,0.5,0
1103863,0.5,0.5,3,0.5,3,2,3,1
1103864,0,0,4,3,1,1,2,2
1103865,2,1,4,2,0.5,0.5,4,4
1103866,1,1,3,2,2,1,5,3
1103867,3,2,6,4,1,0.5,5,3
1103868,1,0.5,1,0.5,0,0,3,1
1103869,2,2,0,0,0,0,1,2
1103870,3,2,5,3,2,1,4,4
1103871,1,0.5,4,0,0.5,0.5,6,3
1103872,5,3,6,4,5,4,6,5
1103873,2,1,1,0.5,0,0.5,3,3
1103874,0.5,0.5,3,2,1,1,5,4
1103875,2,2,4,3,0.5,0.5,3,0.5
1103876,2,2,4,2,2,1,3,2
1103877,1,1,4,4,2,1,2,1
1103878,1,0.5,2,1,3,1,1,0.5
1103879,0.5,0.5,6,4,0.5,0.5,3,1
1103880,1,1,2,1,0.5,1,4,3
1103881,6,3,3,1,6,4,7,5
1103882,2,2,3,2,0.5,0.5,4,3
1103883,0,0,0,0,0,0,6,4
1103884,0,0,0,0,4,1,2,0.5
1103885,7,4,5,2,3,2,3,1
1103886,5,4,0.5,0,2,0.5,4,1
1103887,0,0,0,0,4,4,2,5
1103888,0,0,2,1,0,0,2,2
1103889,3,2,0,0,7,5,3,3
1103890,4,4,5,3,2,2,2,1
1103891,0,0,2,2,3,2,4,4
1103892,1,2,4,2,2,1,2,2
1103893,3,2,0,0,0.5,0.5,2,2
1103894,2,1,1,0,3,2,4,2
1103895,7,6,7,6,4,1,5,1
1103896,0.5,0.5,1,1,1,1,3,2
1103897,5,5,0,0,1,1,4,2
1103898,4,3,3,5,5,4,4,2
1103899,0.5,0.5,7,6,3,2,6,4
1103900,3,1,3,1,4,3,4,3
1103901,1,1,7,0.5,7,6,4,3
1103903,3,3,6,5,2,2,1,1
1103904,0,0,2,0.5,4,3,3,2
1103905,1,0.5,0,0,3,2,4,2
1103906,4,4,7,3,0.5,1,0.5,0
1103907,2,3,2,2,1,3,1,1
1103908,3,2,2,1,1,1,3,2
1103909,1,1,0,0,3,2,4,2
1103910,2,2,6,0,3,0.5,5,2
1103911,1,0.5,0,0,7,7,4,3
1103912,1,1,4,2,7,5,6,4
1103913,2,1,4,2,1,0.5,2,2
1103914,4,2,3,1,2,1,4,3
1103915,3,2,5,4,1,0.5,5,3
1103916,0,0,0,0,7,4,4,2
1103917,1,0.5,2,2,3,3,2,1
1103919,4,2,6,3,3,1,7,4
1103920,7,6,1,0,7,5,7,5
1103921,1,1,3,2,2,1,4,3
1103922,7,4,4,0.5,1,1,2,0
1103923,2,4,1,0,5,3,6,3
1103924,0,0,0,0.5,2,2,1,0.5
1103925,6,3,7,4,0.5,0.5,2,2
1103926,5,4,0.5,0.5,1,0.5,4,4
1103927,1,0.5,4,4,1,0.5,2,2
1103928,7,6,5,4,5,4,4,3
1103929,4,2,5,0,1,0,4,4
1103930,7,5,7,5,2,0.5,0,0
1103931,5,3,1,0,5,3,2,1
1103932,1,0.5,3,2,0.5,0.5,2,1
1103933,2,0.5,4,3,2,1,2,2
1103934,2,1,4,3,1,0.5,1,1
1103935,4,3,2,1,6,4,4,2
1103936,4,4,4,2,3,2,0,0
1103937,7,4,7,5,7,5,5,2
1103939,4,2,5,4,7,7,5,7
1103940,0.5,0.5,3,2,0.5,0.5,5,3
1103941,2,1,5,3,0,0,4,2
1103942,0,0.5,5,3,7,6,4,2
1103943,2,1,3,2,4,3,2,0
1103944,0.5,0.5,1,1,4,3,3,1
1103945,1,1,3,1,2,2,0.5,0.5
1103946,6,4,6,4,7,6,6,5
1103947,1,3,1,1,2,7,2,6
1103948,7,5,7,4,0,0,2,1
1103949,2,2,3,2,3,3,4,3
1103951,0.5,0,7,7,0.5,0.5,7,7
1103952,3,2,1,0.5,2,1,3,2
1103953,0.5,0.5,1,1,3,2,1,2
1103954,0.5,0.5,3,2,2,1,4,1
1103956,2,1,7,4,0,0.5,7,4
1103957,2,2,1,0.5,2,2,4,2
1103958,1,0.5,1,2,2,2,3,4
1103959,4,3,4,3,1,1,2,2
1103960,4,3,3,2,2,1,4,2
1103961,1,1,1,1,2,1,5,3
1103962,2,1,3,1,1,0.5,2,1
1103963,1,0.5,4,0.5,1,0.5,2,0
1103964,1,0.5,5,3,0.5,0.5,3,1
1103965,1,2,7,5,4,4,1,0.5
1103967,0.5,0,5,2,1,1,4,2
1103968,1,1,3,2,1,0.5,0.5,0.5
1103969,2,2,4,2,2,1,3,1
1103970,0.5,0.5,3,2,0.5,0.5,3,2
1103971,2,0.5,2,2,5,5,6,5
1103972,1,1,2,0.5,1,1,3,2
1103973,1,0.5,3,1,1,0.5,3,2
1103974,2,1,7,6,3,1,6,5
1103975,0.5,0.5,0,1,2,4,2,3
1103976,3,2,2,0.5,0.5,0.5,4,3
1103977,2,1,4,4,1,1,0,0
1103978,1,1,0.5,0.5,1,0.5,2,1
1103979,0.5,0.5,0.5,0.5,0.5,0.5,2,1
1103980,2,1,0,0,2,2,3,2
1103981,0.5,0.5,1,4,0.5,1,3,1
1103982,2,2,0.5,0,1,1,4,3
1103983,2,1,1,0.5,0,0,3,2
1103984,1,1,1,1,0.5,0.5,0.5,1
1103985,0,0,0,0,3,2,2,1
1103986,4,3,3,1,3,1,7,6
1103987,3,2,4,3,3,2,5,4
1103988,3,4,1,0.5,1,0.5,4,3
1103989,1,1,2,2,2,1,5,4
1103990,2,1,1,0.5,0.5,0,4,2
1103992,0.5,0.5,5,2,6,5,2,1
1103993,4,2,1,0.5,1,0.5,1,0.5
1103994,5,2,5,1,1,0.5,4,2
1103995,4,3,7,7,2,1,3,0.5
1103996,0,0.5,6,3,2,2,1,1
1103997,2,2,4,4,7,7,6,7
1103998,7,3,5,1,1,1,4,4
1103999,4,2,3,3,2,1,2,2
1104000,0.5,0.5,0,0,0.5,0.5,1,1
1104001,5,4,0,0,0,0,4,2
1104002,0.5,0,1,0.5,0,0,3,2
1104003,2,3,7,6,0,0,7,7
1104004,3,3,2,0.5,3,3,2,1
1104007,7,5,4,2,5,4,3,3
1104008,6,4,0,0,0,0,0,0
1104009,1,1,0.5,0.5,2,2,2,1
1104010,7,6,7,6,7,6,7,6
1104011,6,6,7,6,2,2,2,0.5
1104013,2,1,1,0.5,2,0.5,5,3
1104014,0.5,0,1,0.5,5,5,5,3
1104015,0,0,6,6,0,0,1,1
1104016,1,1,7,0,0,0,1,2
1104017,0.5,1,3,1,1,0.5,4,4
1104018,2,2,0,0,4,3,4,3
1104019,3,1,2,1,2,1,4,3
1104020,1,0.5,3,2,1,1,2,2
1104021,0.5,0.5,2,1,0.5,0.5,1,0.5
1104022,2,2,0,0,0,0,2,1
1104023,4,4,0,0,3,3,2,1
1104026,1,0.5,4,3,2,1,4,3
1104028,7,4,4,1,4,2,2,1
1104029,2,2,1,2,1,1,4,3
1104030,2,2,2,1,5,4,4,2
1104031,1,1,4,2,0.5,0.5,2,1
1104032,4,2,4,0,4,2,3,1
1104034,3,1,1,2,0.5,1,2,4
1104035,0,0.5,1,0,0.5,3,4,3
1104036,2,1,4,3,2,1,4,3
1104037,2,1,5,3,6,5,2,1
1104038,4,4,7,7,0,0,0.5,0
1104040,0,1,0,2,7,5,0.5,0
1104041,0,0,0,0,7,7,7,1
1104042,0.5,0.5,5,3,7,7,7,7
1104043,4,2,0,0,4,2,7,5
1104044,4,3,0,0,3,3,3,2
1104045,0.5,2,0,0,7,7,3,0.5
1104046,0.5,2,0,0,5,2,3,1
1104047,4,3,1,1,6,3,3,2
1104048,5,2,0.5,0,6,4,3,1
1104049,0,0,0,0,4,3,2,3
1104050,4,2,0,0,6,5,4,2
1104051,3,3,5,5,7,7,2,4
1104052,0.5,0.5,0,0,1,1,2,1
1104053,1,0.5,0,0,1,0.5,0.5,0
1104054,2,1,0.5,0,4,2,3,2
1104055,0.5,0.5,1,0,4,1,3,1
1104056,6,3,0.5,0.5,2,1,7,4
1104057,2,1,0.5,0,4,3,4,3
1104058,3,5,3,1,7,7,4,3
1104059,2,1,0.5,0,3,2,2,1
1104060,1,1,0,0,7,7,4,1
