Participant,JudgedSpeed,PaddleLength,BallSpeed,TrialNumber,BackgroundColor,HitOrMiss,BlockNumber
9,0,250,2,228,red,1,10
9,1,50,7,229,red,0,10
9,1,250,7,230,blue,1,10
9,0,250,4,231,blue,1,10
9,1,50,3,232,red,1,10
9,1,250,6,233,blue,0,10
9,1,250,5,234,blue,1,10
9,1,50,4,235,red,0,10
9,1,250,5,236,red,0,10
9,1,50,6,237,blue,1,10
9,1,50,4,238,blue,0,10
9,0,250,3,239,blue,1,10
9,1,50,6,240,red,1,10
9,1,250,7,241,blue,1,11
9,1,250,6,242,red,1,11
9,1,250,3,243,red,1,11
9,0,250,2,244,red,1,11
9,1,50,6,245,red,1,11
9,0,50,2,246,blue,0,11
9,1,250,3,247,blue,0,11
9,1,250,7,248,red,1,11
9,0,50,3,249,blue,0,11
9,1,250,4,250,red,1,11
9,1,50,6,251,blue,0,11
9,1,50,2,252,red,1,11
9,1,250,5,253,blue,1,11
9,1,250,6,254,blue,1,11
9,1,50,7,255,blue,1,11
9,1,50,5,256,blue,0,11
9,1,50,4,257,blue,0,11
9,1,250,5,258,red,1,11
9,0,250,2,259,blue,1,11
9,0,250,4,260,blue,1,11
9,0,50,3,261,red,0,11
9,1,50,7,262,red,1,11
9,1,50,4,263,red,1,11
9,1,50,5,264,red,1,11
9,1,250,4,265,blue,0,12
9,1,50,4,266,red,1,12
9,1,50,2,267,red,0,12
9,0,50,2,268,blue,0,12
9,1,250,4,269,red,1,12
9,1,50,6,270,blue,0,12
9,0,250,2,271,red,1,12
9,1,250,5,272,red,1,12
9,1,50,7,273,red,0,12
9,0,250,3,274,blue,1,12
9,1,50,5,275,red,0,12
9,1,250,7,276,blue,1,12
9,1,250,5,277,blue,1,12
9,0,250,2,278,blue,1,12
9,1,50,4,279,blue,0,12
9,1,50,3,280,blue,1,12
9,0,250,3,281,red,1,12
9,1,250,6,282,red,1,12
9,1,50,7,283,blue,0,12
9,1,250,7,284,red,1,12
9,0,50,3,285,red,1,12
9,1,50,5,286,blue,0,12
9,1,250,6,287,blue,1,12
9,1,50,6,288,red,1,12
10,1,50,5,1,red,0,1
10,0,250,2,2,blue,1,1
10,0,50,3,3,red,1,1
10,1,250,5,4,blue,1,1
10,1,250,7,5,red,1,1
10,0,250,3,6,blue,1,1
10,1,50,7,7,red,1,1
10,1,250,7,8,blue,1,1
10,1,250,6,9,red,1,1
10,0,50,3,10,blue,1,1
10,1,250,6,11,blue,1,1
10,1,50,7,12,blue,1,1
10,0,50,5,13,blue,1,1
10,0,50,4,14,blue,0,1
10,1,50,6,15,red,1,1
10,0,250,2,16,red,1,1
10,1,250,5,17,red,1,1
10,1,50,4,18,red,0,1
10,1,250,4,19,red,1,1
10,0,250,4,20,blue,1,1
10,0,50,2,21,red,0,1
10,0,50,2,22,blue,0,1
10,0,50,6,23,blue,0,1
10,0,250,3,24,red,1,1
10,1,50,7,25,red,0,2
10,1,50,7,26,blue,1,2
10,0,250,6,27,red,1,2
10,0,250,3,28,blue,1,2
10,1,250,7,29,red,1,2
10,1,50,5,30,red,1,2
10,1,50,6,31,blue,1,2
10,0,50,3,32,red,0,2
10,0,250,3,33,red,1,2
10,0,50,3,34,blue,1,2
10,0,250,4,35,blue,1,2
10,1,250,7,36,blue,1,2
10,0,50,2,37,red,1,2
10,1,250,5,38,blue,1,2
10,0,250,4,39,red,0,2
10,0,50,4,40,blue,0,2
10,1,250,5,41,red,1,2
10,0,50,2,42,blue,1,2
10,0,50,6,43,red,0,2
10,1,250,6,44,blue,1,2
10,1,50,4,45,red,0,2
10,0,250,2,46,red,1,2
10,0,250,2,47,blue,0,2
10,1,50,5,48,blue,1,2
10,0,50,2,49,red,1,3
10,1,250,6,50,red,1,3
10,0,250,3,51,red,0,3
10,0,50,2,52,blue,0,3
10,1,50,4,53,red,0,3
10,1,250,7,54,blue,1,3
10,1,50,7,55,blue,1,3
10,0,250,6,56,blue,1,3
10,1,50,6,57,blue,1,3
10,0,50,3,58,blue,1,3
10,0,250,5,59,red,1,3
10,0,50,5,60,red,1,3
10,0,250,3,61,blue,1,3
10,0,250,2,62,blue,1,3
10,1,50,4,63,blue,0,3
10,1,50,5,64,blue,0,3
10,0,250,2,65,red,1,3
10,1,250,7,66,red,0,3
10,0,50,3,67,red,0,3
10,0,250,4,68,red,1,3
10,1,50,7,69,red,0,3
10,0,250,4,70,blue,1,3
10,0,250,5,71,blue,1,3
10,1,50,6,72,red,0,3
10,0,250,2,73,blue,1,4
10,0,50,4,74,red,0,4
10,1,50,6,75,blue,0,4
10,0,50,7,76,red,0,4
10,0,50,3,77,blue,1,4
10,1,250,7,78,red,1,4
10,1,250,6,79,blue,1,4
10,0,250,2,80,red,1,4
10,1,50,6,81,red,0,4
10,1,50,5,82,red,1,4
10,1,250,6,83,red,1,4
10,1,250,7,84,blue,1,4
10,1,250,5,85,blue,1,4
10,1,250,5,86,red,0,4
10,0,50,3,87,red,1,4
10,0,50,2,88,red,0,4
10,0,50,2,89,blue,0,4
10,1,50,7,90,blue,1,4
10,0,250,3,91,blue,1,4
10,1,250,4,92,blue,0,4
10,0,250,3,93,red,1,4
10,1,250,4,94,red,0,4
10,1,50,5,95,blue,0,4
10,1,50,4,96,blue,0,4
10,0,250,3,97,blue,1,5
10,1,250,7,98,red,1,5
10,1,50,4,99,red,0,5
10,1,250,6,100,red,1,5
10,1,250,4,101,red,1,5
10,1,250,6,102,blue,1,5
10,0,250,2,103,red,1,5
10,1,50,6,104,blue,0,5
10,1,50,5,105,blue,1,5
10,0,50,4,106,blue,0,5
10,0,50,2,107,blue,1,5
10,0,50,3,108,red,0,5
10,0,250,4,109,blue,1,5
10,1,50,7,110,blue,0,5
10,1,50,5,111,red,1,5
10,0,250,3,112,red,1,5
10,1,250,7,113,blue,1,5
10,0,50,6,114,red,0,5
10,1,50,7,115,red,1,5
10,0,50,3,116,blue,0,5
10,0,50,2,117,red,1,5
10,1,250,5,118,blue,1,5
10,0,250,2,119,blue,1,5
10,1,250,5,120,red,1,5
10,1,50,5,121,blue,0,6
10,1,50,6,122,blue,0,6
10,0,50,2,123,blue,0,6
10,0,250,7,124,blue,1,6
10,0,250,2,125,red,1,6
10,0,50,2,126,red,1,6
10,1,250,4,127,red,1,6
10,0,50,3,128,red,0,6
10,0,250,4,129,blue,0,6
10,1,250,7,130,red,1,6
10,1,50,5,131,red,0,6
10,0,250,3,132,red,1,6
10,1,250,6,133,blue,1,6
10,1,50,6,134,red,0,6
10,1,250,5,135,red,0,6
10,1,50,4,136,red,1,6
10,0,50,3,137,blue,1,6
10,0,250,3,138,blue,1,6
10,0,250,6,139,red,1,6
10,1,250,5,140,blue,1,6
10,0,250,2,141,blue,1,6
10,1,50,7,142,red,0,6
10,0,50,7,143,blue,1,6
10,0,50,4,144,blue,1,6
10,0,250,2,145,red,1,7
10,0,250,4,146,blue,1,7
10,0,250,3,147,red,1,7
10,1,50,4,148,red,0,7
10,0,50,2,149,red,1,7
10,1,50,4,150,blue,0,7
10,0,50,3,151,blue,0,7
10,0,50,2,152,blue,0,7
10,1,250,5,153,red,0,7
10,1,50,7,154,blue,1,7
10,1,50,6,155,red,0,7
10,1,50,5,156,red,0,7
10,0,250,2,157,blue,1,7
10,0,250,7,158,red,1,7
10,0,50,3,159,red,1,7
10,1,250,5,160,blue,1,7
10,1,50,6,161,blue,0,7
10,1,50,5,162,blue,1,7
10,1,250,6,163,blue,1,7
10,0,250,3,164,blue,1,7
10,1,50,7,165,red,1,7
10,1,250,7,166,blue,0,7
10,1,250,6,167,red,1,7
10,0,250,4,168,red,0,7
10,0,250,3,169,red,1,8
10,0,50,4,170,red,1,8
10,1,250,7,171,blue,1,8
10,1,50,7,172,red,1,8
10,1,250,4,173,red,1,8
10,1,250,7,174,red,1,8
10,0,50,3,175,blue,1,8
10,0,250,2,176,red,1,8
10,1,250,6,177,red,1,8
10,0,50,4,178,blue,0,8
10,1,50,7,179,blue,0,8
10,1,250,5,180,red,1,8
10,1,250,5,181,blue,1,8
10,0,50,3,182,red,0,8
10,0,50,2,183,blue,1,8
10,1,50,6,184,red,1,8
10,0,50,2,185,red,0,8
10,1,250,3,186,blue,1,8
10,1,50,5,187,red,0,8
10,1,250,4,188,blue,0,8
10,0,250,2,189,blue,1,8
10,1,50,6,190,blue,0,8
10,1,50,5,191,blue,0,8
10,1,250,6,192,blue,1,8
10,1,50,3,193,red,0,9
10,1,50,6,194,red,0,9
10,0,250,2,195,red,1,9
10,1,250,5,196,blue,1,9
10,1,250,6,197,red,0,9
10,1,250,4,198,red,0,9
10,1,250,6,199,blue,1,9
10,0,50,4,200,blue,0,9
10,1,50,7,201,red,0,9
10,1,50,5,202,blue,0,9
10,0,250,2,203,blue,1,9
10,0,50,4,204,red,0,9
10,0,50,2,205,red,0,9
10,1,50,5,206,red,1,9
10,0,50,3,207,blue,0,9
10,1,50,6,208,blue,1,9
10,0,250,3,209,blue,1,9
10,1,250,4,210,blue,1,9
10,1,50,7,211,blue,0,9
10,0,250,3,212,red,1,9
10,1,250,5,213,red,1,9
10,1,250,7,214,red,1,9
10,1,250,7,215,blue,1,9
10,0,50,2,216,blue,1,9
10,1,250,4,217,red,1,10
10,1,250,6,218,blue,1,10
10,1,250,7,219,blue,1,10
10,0,50,2,220,blue,1,10
10,0,50,3,221,red,1,10
10,0,250,3,222,blue,1,10
10,0,250,4,223,blue,1,10
10,0,50,2,224,red,0,10
10,0,250,3,225,red,1,10
10,1,50,7,226,red,1,10
10,0,50,4,227,blue,0,10
10,0,50,3,228,blue,0,10
10,1,50,5,229,red,1,10
10,0,250,2,230,blue,1,10
10,1,250,5,231,red,1,10
10,1,50,6,232,red,0,10
10,1,50,4,233,red,0,10
10,1,50,5,234,blue,0,10
10,1,50,6,235,blue,0,10
10,1,250,6,236,red,1,10
10,1,50,7,237,blue,0,10
10,1,250,5,238,blue,1,10
10,0,250,2,239,red,1,10
10,0,250,7,240,red,1,10
10,1,250,7,241,blue,1,11
10,0,250,3,242,red,0,11
10,1,250,7,243,red,1,11
10,0,50,3,244,red,1,11
10,0,250,6,245,red,1,11
10,0,250,4,246,red,0,11
10,1,50,4,247,red,0,11
10,1,250,5,248,red,1,11
10,1,50,5,249,red,0,11
10,0,250,2,250,red,1,11
10,0,50,3,251,blue,0,11
10,0,250,4,252,blue,1,11
10,0,50,4,253,blue,0,11
10,0,50,2,254,blue,1,11
10,1,50,6,255,blue,0,11
10,0,50,2,256,red,0,11
10,1,50,7,257,blue,0,11
10,0,250,6,258,blue,1,11
10,1,50,7,259,red,1,11
10,1,50,6,260,red,0,11
10,0,250,5,261,blue,1,11
10,0,250,3,262,blue,1,11
10,0,250,2,263,blue,1,11
10,1,50,5,264,blue,0,11
10,0,250,3,265,red,1,12
10,1,50,5,266,red,1,12
10,1,50,4,267,red,1,12
10,1,50,5,268,blue,0,12
10,1,50,7,269,red,0,12
10,0,50,2,270,red,0,12
10,0,250,3,271,blue,1,12
10,0,50,4,272,blue,0,12
10,1,50,3,273,red,0,12
10,1,250,4,274,blue,1,12
10,0,250,4,275,red,0,12
10,1,250,7,276,red,1,12
10,1,250,5,277,red,0,12
10,0,50,3,278,blue,0,12
10,0,50,2,279,blue,0,12
10,0,250,2,280,red,0,12
10,1,250,6,281,blue,1,12
10,1,50,7,282,blue,1,12
10,1,250,5,283,blue,1,12
10,0,250,2,284,blue,1,12
10,1,50,6,285,blue,0,12
10,1,50,6,286,red,0,12
10,1,250,7,287,blue,1,12
10,1,250,6,288,red,1,12
11,1,50,6,1,red,0,1
11,0,50,6,2,blue,1,1
11,1,250,6,3,red,0,1
11,0,50,2,4,red,0,1
11,1,250,7,5,red,0,1
11,0,250,5,6,red,0,1
11,0,50,2,7,blue,0,1
11,0,250,4,8,red,1,1
11,0,50,4,9,red,1,1
11,0,250,4,10,blue,1,1
11,0,250,3,11,red,1,1
11,1,250,7,12,blue,1,1
11,0,250,3,13,blue,1,1
11,0,50,3,14,red,1,1
11,0,50,3,15,blue,1,1
11,1,50,5,16,red,1,1
11,0,250,2,17,red,1,1
11,1,50,5,18,blue,0,1
11,0,250,5,19,blue,1,1
11,1,50,7,20,red,0,1
11,1,250,6,21,blue,1,1
11,0,50,4,22,blue,0,1
11,1,50,7,23,blue,0,1
11,0,250,2,24,blue,1,1
11,1,50,5,25,red,0,2
11,0,250,5,26,blue,1,2
11,0,50,4,27,red,1,2
11,1,250,7,28,red,1,2
11,0,250,3,29,blue,1,2
11,0,250,4,30,blue,0,2
11,0,50,2,31,blue,1,2
11,1,250,7,32,blue,1,2
11,1,50,7,33,red,1,2
11,0,50,2,34,red,0,2
11,1,50,7,35,blue,0,2
11,1,50,6,36,blue,0,2
11,0,50,4,37,blue,1,2
11,0,250,2,38,red,1,2
11,0,50,3,39,red,1,2
11,1,50,5,40,blue,0,2
11,1,250,6,41,blue,1,2
11,0,250,4,42,red,1,2
11,0,250,3,43,red,1,2
11,1,50,6,44,red,0,2
11,0,250,2,45,blue,1,2
11,0,50,3,46,blue,0,2
11,1,250,6,47,red,1,2
11,1,250,5,48,red,0,2
11,1,250,7,49,red,1,3
11,1,50,6,50,red,1,3
11,0,250,5,51,blue,1,3
11,0,250,4,52,blue,1,3
11,0,250,2,53,blue,1,3
11,1,250,6,54,blue,1,3
11,0,50,4,55,blue,1,3
11,0,250,4,56,red,1,3
11,0,50,2,57,red,0,3
11,0,250,3,58,blue,1,3
11,1,50,6,59,blue,1,3
11,1,50,7,60,blue,0,3
11,1,50,4,61,red,0,3
11,1,250,6,62,red,1,3
11,0,50,2,63,blue,1,3
11,1,50,5,64,blue,0,3
11,0,50,3,65,red,0,3
11,1,250,7,66,blue,1,3
11,1,50,5,67,red,0,3
11,0,250,3,68,red,1,3
11,1,50,7,69,red,0,3
11,0,50,3,70,blue,1,3
11,0,250,5,71,red,1,3
11,0,250,2,72,red,1,3
11,0,250,2,73,blue,1,4
11,1,50,5,74,blue,0,4
11,1,50,6,75,red,0,4
11,1,50,6,76,blue,0,4
11,0,250,4,77,red,1,4
11,0,250,5,78,blue,1,4
11,0,50,2,79,blue,1,4
11,1,50,4,80,red,1,4
11,1,50,7,81,blue,1,4
11,0,250,4,82,blue,1,4
11,0,250,2,83,red,1,4
11,1,250,7,84,blue,1,4
11,1,250,6,85,blue,1,4
11,0,50,3,86,red,1,4
11,0,250,5,87,red,1,4
11,0,50,2,88,red,1,4
11,1,50,5,89,red,1,4
11,1,250,7,90,red,1,4
11,0,50,4,91,blue,1,4
11,1,50,7,92,red,1,4
11,0,250,3,93,blue,1,4
11,0,50,3,94,blue,1,4
11,0,250,3,95,red,1,4
11,1,250,6,96,red,1,4
11,0,250,3,97,red,1,5
11,1,50,4,98,blue,0,5
11,0,50,3,99,red,0,5
11,1,50,5,100,blue,0,5
11,0,250,4,101,red,0,5
11,0,250,2,102,blue,1,5
11,1,250,7,103,blue,1,5
11,1,50,6,104,blue,0,5
11,0,250,2,105,red,1,5
11,1,250,6,106,blue,1,5
11,0,250,5,107,red,1,5
11,0,50,4,108,red,0,5
11,0,50,2,109,red,0,5
11,0,250,3,110,blue,1,5
11,0,50,3,111,blue,0,5
11,1,50,6,112,red,0,5
11,1,50,5,113,red,1,5
11,1,250,6,114,red,1,5
11,1,250,7,115,red,1,5
11,1,250,5,116,blue,0,5
11,1,250,4,117,blue,1,5
11,0,50,2,118,blue,1,5
11,1,50,7,119,blue,1,5
11,1,50,7,120,red,0,5
11,0,250,4,121,blue,1,6
11,0,250,2,122,red,1,6
11,1,50,5,123,red,1,6
11,0,250,4,124,red,1,6
11,0,50,2,125,blue,1,6
11,0,50,2,126,red,0,6
11,1,250,7,127,blue,0,6
11,1,50,6,128,red,1,6
11,1,50,4,129,red,0,6
11,1,250,6,130,red,1,6
11,1,50,4,131,blue,1,6
11,1,50,5,132,blue,0,6
11,0,250,2,133,blue,1,6
11,1,250,7,134,red,1,6
11,1,50,7,135,red,0,6
11,1,50,7,136,blue,1,6
11,1,250,5,137,red,1,6
11,1,50,6,138,blue,1,6
11,0,250,3,139,red,1,6
11,1,250,6,140,blue,1,6
11,0,250,3,141,blue,1,6
11,0,250,5,142,blue,1,6
11,0,50,3,143,blue,0,6
11,0,50,3,144,red,1,6
11,1,50,7,145,blue,0,7
11,1,50,3,146,red,1,7
11,0,50,2,147,blue,0,7
11,0,250,2,148,blue,1,7
11,1,50,6,149,blue,0,7
11,1,50,6,150,red,0,7
11,1,50,5,151,red,0,7
11,1,250,5,152,blue,1,7
11,1,250,7,153,red,1,7
11,0,50,2,154,red,0,7
11,1,50,4,155,red,0,7
11,0,250,3,156,red,1,7
11,0,250,6,157,blue,1,7
11,0,250,6,158,red,1,7
11,0,250,3,159,blue,1,7
11,0,50,3,160,blue,0,7
11,0,250,2,161,red,1,7
11,1,50,5,162,blue,1,7
11,1,250,7,163,blue,0,7
11,1,250,5,164,red,1,7
11,1,50,7,165,red,0,7
11,0,250,4,166,blue,1,7
11,0,250,4,167,red,1,7
11,1,50,4,168,blue,1,7
11,1,50,7,169,red,0,8
11,1,250,6,170,red,0,8
11,1,50,4,171,blue,0,8
11,0,250,5,172,blue,1,8
11,1,50,6,173,red,1,8
11,0,250,2,174,red,1,8
11,1,250,6,175,blue,1,8
11,1,50,3,176,red,0,8
11,1,50,7,177,blue,1,8
11,0,250,3,178,red,1,8
11,1,50,5,179,red,1,8
11,0,50,3,180,blue,0,8
11,1,250,5,181,red,1,8
11,1,50,4,182,red,1,8
11,1,50,6,183,blue,1,8
11,0,250,2,184,blue,1,8
11,0,250,4,185,red,1,8
11,0,50,2,186,red,0,8
11,0,50,2,187,blue,0,8
11,0,250,3,188,blue,1,8
11,1,50,5,189,blue,0,8
11,1,250,7,190,blue,1,8
11,0,250,4,191,blue,1,8
11,1,250,7,192,red,1,8
11,0,250,2,193,red,1,9
11,0,250,2,194,blue,1,9
11,0,250,7,195,blue,1,9
11,1,250,6,196,blue,1,9
11,1,50,5,197,blue,1,9
11,1,50,4,198,red,0,9
11,1,50,6,199,red,1,9
11,1,250,4,200,red,1,9
11,1,250,5,201,blue,1,9
11,1,50,7,202,blue,1,9
11,1,50,6,203,blue,1,9
11,1,250,4,204,blue,1,9
11,1,50,5,205,red,1,9
11,0,250,3,206,blue,1,9
11,0,50,3,207,blue,1,9
11,0,50,2,208,blue,0,9
11,0,50,2,209,red,1,9
11,1,250,6,210,red,1,9
11,0,250,3,211,red,1,9
11,1,250,5,212,red,1,9
11,1,50,7,213,red,0,9
11,1,50,3,214,red,0,9
11,0,50,4,215,blue,1,9
11,1,250,7,216,red,1,9
11,0,250,3,217,red,1,10
11,1,50,6,218,blue,0,10
11,1,50,6,219,red,1,10
11,0,50,3,220,red,0,10
11,0,250,2,221,blue,1,10
11,1,250,5,222,red,1,10
11,1,250,7,223,blue,1,10
11,1,50,7,224,red,1,10
11,1,250,7,225,red,1,10
11,0,50,4,226,blue,1,10
11,1,250,6,227,blue,1,10
11,0,50,2,228,blue,1,10
11,0,250,4,229,red,1,10
11,0,50,3,230,blue,0,10
11,1,50,5,231,blue,0,10
11,0,250,5,232,blue,1,10
11,0,250,3,233,blue,1,10
11,1,50,5,234,red,1,10
11,0,250,4,235,blue,1,10
11,0,250,2,236,red,1,10
11,1,50,7,237,blue,1,10
11,1,250,6,238,red,1,10
11,0,50,2,239,red,0,10
11,1,50,4,240,red,1,10
11,0,50,2,241,red,1,11
11,0,50,2,242,blue,1,11
11,0,250,3,243,blue,1,11
11,0,50,3,244,red,1,11
11,1,50,7,245,blue,1,11
11,1,50,5,246,red,0,11
11,1,50,4,247,red,1,11
11,1,50,6,248,red,1,11
11,1,50,6,249,blue,1,11
11,1,250,7,250,red,1,11
11,1,250,5,251,red,1,11
11,0,250,2,252,blue,1,11
11,0,250,6,253,blue,1,11
11,0,250,4,254,blue,1,11
11,0,250,7,255,blue,1,11
11,0,50,4,256,blue,0,11
11,1,250,6,257,red,1,11
11,1,50,5,258,blue,0,11
11,1,50,3,259,blue,1,11
11,0,250,2,260,red,1,11
11,1,250,4,261,red,1,11
11,1,250,5,262,blue,1,11
11,0,250,3,263,red,1,11
11,1,50,7,264,red,0,11
11,1,250,6,265,blue,1,12
11,1,50,5,266,red,0,12
11,1,250,4,267,red,1,12
11,1,250,5,268,blue,1,12
11,0,50,2,269,red,0,12
11,1,250,7,270,blue,1,12
11,1,250,6,271,red,1,12
11,1,50,6,272,red,1,12
11,1,250,7,273,red,1,12
11,0,250,2,274,blue,1,12
11,0,50,2,275,blue,1,12
11,1,50,7,276,blue,0,12
11,1,50,5,277,blue,0,12
11,0,250,4,278,blue,1,12
11,0,250,3,279,red,1,12
11,1,50,7,280,red,1,12
11,0,50,3,281,blue,1,12
11,1,50,4,282,red,0,12
11,1,50,4,283,blue,0,12
11,1,50,6,284,blue,1,12
11,0,250,3,285,blue,0,12
11,0,50,3,286,red,0,12
11,1,250,5,287,red,1,12
11,0,250,2,288,red,1,12
12,0,50,2,1,red,0,1
12,1,50,4,2,red,0,1
12,1,50,6,3,blue,0,1
12,0,250,5,4,blue,1,1
12,0,250,4,5,blue,1,1
12,0,50,5,6,blue,0,1
12,1,250,7,7,blue,1,1
12,0,50,4,8,blue,0,1
12,0,50,5,9,red,1,1
12,0,50,3,10,red,0,1
12,0,50,2,11,blue,0,1
12,1,250,6,12,red,1,1
12,0,250,2,13,red,1,1
12,1,50,7,14,red,1,1
12,0,250,4,15,red,0,1
12,0,250,3,16,blue,1,1
12,1,50,3,17,blue,1,1
12,1,250,7,18,red,1,1
12,0,250,2,19,blue,1,1
12,1,50,7,20,blue,0,1
12,0,250,3,21,red,1,1
12,1,50,6,22,red,1,1
12,1,250,6,23,blue,1,1
12,1,250,5,24,red,1,1
12,1,250,6,25,blue,1,2
12,1,50,6,26,red,0,2
12,0,50,2,27,blue,1,2
12,1,250,4,28,blue,1,2
12,1,250,5,29,red,1,2
12,1,50,7,30,red,0,2
12,0,250,2,31,blue,1,2
12,0,50,4,32,red,0,2
12,1,250,6,33,red,1,2
12,0,250,2,34,red,1,2
12,0,250,3,35,red,0,2
12,1,50,4,36,blue,0,2
12,0,50,3,37,red,0,2
12,1,50,7,38,blue,0,2
12,0,250,5,39,blue,1,2
12,0,250,4,40,red,1,2
12,0,50,3,41,blue,0,2
12,1,50,5,42,red,0,2
12,1,250,7,43,red,1,2
12,0,50,5,44,blue,0,2
12,0,50,2,45,red,0,2
12,0,50,6,46,blue,1,2
12,1,250,7,47,blue,1,2
12,0,250,3,48,blue,1,2
12,0,250,3,49,blue,1,3
12,1,50,5,50,blue,0,3
12,1,50,6,51,red,0,3
12,0,50,3,52,blue,0,3
12,0,250,2,53,blue,1,3
12,1,50,6,54,blue,0,3
12,1,250,5,55,red,1,3
12,0,50,2,56,blue,1,3
12,1,250,6,57,red,1,3
12,0,250,2,58,red,1,3
12,0,250,4,59,red,1,3
12,0,50,5,60,red,0,3
12,1,250,6,61,blue,1,3
12,0,50,3,62,red,0,3
12,1,250,5,63,blue,1,3
12,1,50,4,64,red,1,3
12,1,50,7,65,blue,1,3
12,1,50,7,66,red,0,3
12,0,50,4,67,blue,1,3
12,0,250,4,68,blue,1,3
12,1,250,7,69,red,1,3
12,0,250,3,70,red,1,3
12,1,250,7,71,blue,1,3
12,0,50,2,72,red,0,3
12,1,250,6,73,red,0,4
12,0,250,3,74,blue,1,4
12,1,50,7,75,blue,1,4
12,1,50,7,76,red,1,4
12,1,50,6,77,red,0,4
12,0,50,2,78,blue,1,4
12,0,250,6,79,blue,0,4
12,0,50,6,80,blue,0,4
12,0,50,4,81,red,1,4
12,1,250,5,82,red,1,4
12,0,50,3,83,red,0,4
12,1,250,7,84,red,1,4
12,0,250,2,85,blue,0,4
12,0,250,2,86,red,1,4
12,1,250,7,87,blue,1,4
12,0,50,4,88,blue,0,4
12,0,50,5,89,red,1,4
12,0,250,5,90,blue,1,4
12,0,250,4,91,red,1,4
12,0,50,5,92,blue,0,4
12,0,50,2,93,red,0,4
12,0,250,3,94,red,0,4
12,0,250,4,95,blue,1,4
12,0,50,3,96,blue,1,4
12,1,50,6,97,red,1,5
12,1,250,4,98,blue,1,5
12,1,250,6,99,red,0,5
12,1,50,4,100,blue,1,5
12,1,50,7,101,blue,0,5
12,1,250,7,102,red,1,5
12,0,250,2,103,blue,1,5
12,0,50,3,104,red,1,5
12,0,250,2,105,red,1,5
12,0,50,2,106,red,1,5
12,1,250,3,107,blue,1,5
12,1,250,5,108,red,1,5
12,1,250,3,109,red,0,5
12,1,50,7,110,red,0,5
12,1,50,5,111,blue,0,5
12,1,250,6,112,blue,1,5
12,1,50,3,113,blue,0,5
12,1,250,7,114,blue,1,5
12,0,250,4,115,red,1,5
12,0,50,2,116,blue,1,5
12,1,50,5,117,red,0,5
12,0,250,5,118,blue,1,5
12,1,50,4,119,red,0,5
12,0,50,6,120,blue,0,5
12,0,50,3,121,red,1,6
12,0,50,2,122,red,0,6
12,0,50,4,123,red,0,6
12,0,50,5,124,red,0,6
12,1,50,6,125,red,0,6
12,1,50,6,126,blue,1,6
12,1,250,4,127,blue,0,6
12,0,250,2,128,blue,1,6
12,0,250,7,129,red,1,6
12,0,250,5,130,blue,1,6
12,1,50,7,131,blue,0,6
12,1,50,7,132,red,0,6
12,1,250,7,133,blue,1,6
12,0,250,3,134,red,1,6
12,1,50,4,135,blue,0,6
12,1,250,5,136,red,1,6
12,0,250,6,137,red,1,6
12,0,250,4,138,red,1,6
12,1,250,6,139,blue,1,6
12,0,250,2,140,red,1,6
12,0,50,3,141,blue,1,6
12,0,250,3,142,blue,1,6
12,1,50,5,143,blue,1,6
12,0,50,2,144,blue,1,6
12,1,50,6,145,blue,0,7
12,1,50,5,146,blue,1,7
12,1,250,7,147,blue,1,7
12,1,50,3,148,red,0,7
12,1,50,7,149,blue,0,7
12,1,250,5,150,blue,1,7
12,1,250,6,151,red,1,7
12,1,250,5,152,red,1,7
12,0,250,3,153,blue,1,7
12,0,250,4,154,red,1,7
12,1,50,7,155,red,0,7
12,0,50,2,156,red,1,7
12,1,50,6,157,red,0,7
12,0,250,2,158,red,1,7
12,1,50,5,159,red,0,7
12,0,250,2,160,blue,1,7
12,0,250,3,161,red,1,7
12,1,50,4,162,blue,0,7
12,1,250,7,163,red,1,7
12,1,50,4,164,red,0,7
12,0,50,2,165,blue,0,7
12,0,50,3,166,blue,0,7
12,0,250,4,167,blue,1,7
12,0,250,6,168,blue,0,7
12,1,50,5,169,red,0,8
12,0,50,2,170,blue,1,8
12,0,250,2,171,blue,1,8
12,1,50,6,172,blue,1,8
12,1,250,6,173,blue,1,8
12,1,250,7,174,blue,1,8
12,1,50,4,175,red,0,8
12,0,250,3,176,red,1,8
12,1,50,4,177,blue,0,8
12,0,50,2,178,red,1,8
12,0,250,2,179,red,1,8
12,0,250,4,180,red,1,8
12,1,50,5,181,blue,0,8
12,0,250,3,182,blue,1,8
12,1,250,4,183,blue,1,8
12,1,250,7,184,red,1,8
12,1,250,6,185,red,1,8
12,0,50,3,186,red,1,8
12,1,50,7,187,red,0,8
12,1,250,5,188,red,0,8
12,1,250,5,189,blue,1,8
12,0,50,3,190,blue,0,8
12,1,50,7,191,blue,1,8
12,1,50,6,192,red,0,8
12,1,50,4,193,blue,1,9
12,1,250,4,194,red,1,9
12,0,250,2,195,blue,1,9
12,0,50,4,196,red,1,9
12,1,50,6,197,red,0,9
12,0,250,6,198,blue,1,9
12,1,50,5,199,red,0,9
12,0,50,3,200,blue,1,9
12,1,250,7,201,red,1,9
12,1,250,5,202,blue,1,9
12,0,250,3,203,blue,1,9
12,1,50,7,204,blue,1,9
12,1,250,6,205,red,1,9
12,0,50,2,206,red,1,9
12,0,250,2,207,red,1,9
12,0,250,3,208,red,1,9
