Serial,WBOptimf,WBUseful,WBRelax,WBIntp,WBEnergy,WBDealpr,WBThkclr,WBGoodme,WBClsep,WBConfid,WBMkmind,WBLoved,WBIntthg,WBCheer
1029919,4,3,5,4,4,4,4,4,4,3,3,3,3,4
1029923,4,4,3,5,3,3,4,4,5,4,3,5,4,4
1029928,3,2,4,3,4,3,3,3,3,2,4,5,1,3
1029931,3,4,4,2,3,3,5,5,3,4,5,5,5,5
1029949,3,4,2,3,1,4,4,3,4,5,5,4,3,4
1029965,2,1,3,1,5,3,4,3,1,1,4,3,2,3
1029970,4,4,4,4,3,5,4,3,5,4,4,5,4,4
1029986,4,4,4,3,3,4,4,5,4,5,5,2,4,4
1029997,3,3,3,3,3,3,4,3,4,3,4,5,3,3
1030019,3,4,3,2,4,5,5,5,5,5,5,5,3,3
1044875,2,5,5,2,3,5,4,4,3,4,2,4,5,5
1047002,3,3,2,2,3,3,3,3,3,3,1,3,3,4
1047007,4,3,4,4,4,5,5,4,4,2,4,5,4,4
1047018,4,4,4,3,4,4,4,4,3,4,4,5,3,4
1047020,3,4,4,4,4,4,4,4,4,5,5,5,4,4
1047032,2,4,4,4,4,4,4,4,4,5,4,4,3,4
1047038,4,2,5,3,5,5,5,5,3,3,4,3,4,5
1047052,3,3,3,4,3,4,4,4,3,3,2,3,4,4
1047053,4,4,4,3,3,3,5,4,3,4,5,4,3,3
1047055,4,3,4,3,4,5,5,4,5,4,4,5,3,4
1047073,4,3,2,3,3,4,4,4,4,5,4,5,4,3
1062188,5,4,4,4,4,5,5,5,5,4,5,5,5,4
1074228,5,4,4,4,5,4,5,4,4,4,4,5,5,5
1074237,3,3,3,3,2,3,4,3,3,3,4,3,2,3
1019312,4,3,3,4,3,3,3,3,4,3,3,3,3,3
1019367,3,3,4,3,3,3,4,3,3,3,4,4,4,3
1019375,4,4,4,3,2,5,5,4,4,4,5,4,4,4
1019376,3,2,4,3,3,3,3,3,2,3,4,3,3,3
1024982,4,3,3,4,4,4,5,4,3,4,5,5,4,4
1024991,1,1,3,4,1,2,1,1,4,1,2,2,2,2
1024998,4,4,4,4,4,4,4,4,4,4,4,5,4,4
1025007,3,1,1,1,2,3,4,5,2,3,5,5,3,2
1025027,5,4,5,4,4,4,4,4,4,4,4,5,4,4
1025029,3,4,3,2,4,4,4,4,3,3,3,3,3,3
1062904,4,4,5,5,4,4,4,5,5,4,5,5,4,5
1069240,4,2,2,3,3,3,4,1,2,3,3,2,3,3
1026203,3,3,4,4,4,4,4,4,4,4,5,4,4,3
1026209,4,3,5,1,2,5,3,3,3,3,5,5,4,2
1026216,2,2,2,3,2,3,3,2,2,2,3,2,2,2
1026217,3,3,4,3,2,2,3,3,3,3,3,3,3,3
1026223,3,2,3,3,3,3,3,3,3,3,4,4,3,3
1026234,2,2,2,1,4,2,2,2,1,3,5,2,1,2
1026241,2,2,4,2,2,3,4,3,2,2,4,4,4,3
1026247,4,4,5,3,5,4,5,5,5,5,5,5,5,5
1026254,3,3,4,4,5,3,4,4,3,3,4,5,4,4
1026255,4,4,2,5,3,4,4,4,4,1,5,4,4,5
1026275,3,2,2,2,3,4,4,2,4,3,5,5,4,3
1062483,5,2,2,3,1,2,2,3,4,3,3,4,3,3
1062487,5,5,2,1,2,4,5,2,1,2,4,5,5,5
1062519,3,4,3,4,4,3,3,4,4,3,4,5,3,3
1062522,5,5,5,4,4,5,5,5,5,5,4,5,5,5
1062524,5,4,3,4,3,3,2,3,4,5,4,4,4,3
1062532,3,2,3,4,2,3,3,2,3,2,4,2,4,3
1062566,3,3,3,3,4,4,4,4,4,3,4,5,4,4
1062589,3,3,3,3,3,3,3,3,3,2,4,4,3,3
1062599,5,4,3,3,3,5,5,5,3,5,5,5,5,5
1062610,3,2,3,3,4,1,5,4,3,3,3,5,3,3
1063438,4,3,3,3,4,4,4,4,3,4,5,5,4,4
1063444,4,4,3,4,2,4,4,4,5,4,5,5,4,5
1063447,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1063482,2,3,3,3,3,3,3,4,4,4,4,4,4,5
1080064,2,3,1,3,2,3,4,3,4,2,5,4,4,3
1080071,5,5,2,2,4,4,5,5,5,5,5,5,5,5
1080081,3,3,2,2,2,2,2,3,3,3,4,4,4,4
1080114,1,2,4,3,3,2,4,2,1,3,4,1,2,3
1080135,4,3,3,3,3,3,4,4,4,5,5,5,3,3
1080137,4,1,3,2,3,4,4,4,4,4,4,4,4,4
1080152,4,3,4,4,2,5,5,4,4,5,5,4,4,5
1080168,4,5,3,4,2,4,3,5,5,5,5,5,4,5
1080175,2,3,2,4,2,3,4,1,3,1,4,3,3,2
1080181,2,2,3,2,3,4,4,3,3,2,4,5,3,3
1080190,2,3,4,5,5,4,4,4,4,4,5,5,3,4
1080197,3,4,4,3,3,2,5,4,3,4,5,4,4,4
1080222,3,3,3,4,3,3,4,4,4,4,4,4,3,4
1080223,3,4,5,5,4,5,4,4,5,4,4,5,3,4
1080260,2,4,4,3,4,3,3,3,2,3,4,3,3,3
1080266,4,4,4,4,5,5,4,4,4,4,2,5,2,5
1085894,1,3,4,1,4,1,4,4,3,4,3,3,2,3
1085898,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1090111,3,3,4,3,5,3,5,3,3,3,5,3,2,3
1090120,4,4,4,5,3,4,3,4,4,4,4,3,4,5
1090125,3,2,3,3,3,4,4,3,3,3,4,4,3,4
1094496,4,3,4,3,4,4,4,4,4,4,4,4,3,3
1094518,4,3,4,2,4,3,3,3,4,3,3,3,4,3
1094524,2,4,1,1,3,1,4,3,1,3,4,3,1,3
1094533,1,1,1,3,1,1,1,1,1,1,1,1,1,1
1094547,3,3,3,4,4,1,4,4,4,4,4,4,3,4
1094556,3,4,3,3,4,4,4,5,5,4,5,5,5,5
1094579,4,4,4,4,3,4,4,4,4,4,4,5,5,5
1094592,4,3,2,4,3,3,2,3,3,2,3,3,4,3
1094600,3,3,4,4,3,3,5,4,4,4,3,2,3,4
1098182,3,2,5,2,4,3,3,5,4,4,4,5,5,5
1098193,4,5,3,3,4,3,3,5,4,3,3,4,5,4
1098209,3,3,4,4,5,4,4,4,4,4,4,5,4,4
1101579,3,4,4,4,3,4,3,5,4,4,5,5,4,4
1106815,3,3,4,2,4,3,5,4,4,4,4,5,4,4
1010081,3,3,3,3,3,3,3,3,3,3,4,3,4,4
1010084,3,3,4,3,3,3,3,3,3,5,3,5,5,4
1010088,2,2,4,1,5,3,4,3,3,3,4,3,3,4
1010090,2,4,2,4,3,4,3,3,4,2,4,3,2,4
1010106,3,3,4,4,4,3,4,4,4,4,4,4,3,4
1010111,4,3,4,4,4,5,5,4,3,4,4,4,3,4
1010116,3,2,2,2,2,3,2,2,2,2,3,2,1,2
1010132,2,3,4,3,3,3,4,4,4,5,5,4,3,4
1010133,2,2,1,2,5,3,4,2,2,4,4,2,5,3
1010158,4,4,4,4,3,3,3,3,3,3,4,4,3,4
1010177,3,2,4,3,4,4,4,4,4,4,3,2,4,3
1010180,4,4,4,2,3,5,4,5,3,5,4,5,4,4
1010181,1,2,2,2,2,1,2,3,2,3,2,3,2,3
1010185,3,3,3,3,3,4,4,4,4,3,4,4,4,4
1022284,4,3,4,5,3,4,4,4,4,4,5,4,4,4
1042800,3,3,3,1,1,2,3,4,2,3,3,5,2,3
1042803,3,2,4,1,4,3,3,4,2,2,4,4,3,4
1042837,3,3,4,3,2,4,4,4,3,4,4,3,3,4
1042857,3,3,4,4,4,4,4,3,4,4,4,3,2,5
1042868,2,2,3,2,3,2,2,3,3,3,4,4,4,3
1042875,3,1,4,1,4,1,5,5,4,5,5,5,3,5
1042876,5,5,3,1,2,4,4,5,1,3,5,5,4,4
1062231,3,2,3,2,2,3,3,2,2,2,4,4,3,2
1080783,3,4,4,3,2,3,3,4,4,4,4,3,4,4
1080788,3,1,3,3,3,3,3,2,4,4,3,2,2,3
1020175,3,3,3,3,3,4,3,3,3,3,4,5,4,3
1020180,4,3,4,4,3,2,4,4,4,4,4,4,4,4
1020187,3,2,4,3,4,5,4,4,3,4,4,5,5,3
1020202,3,2,4,3,3,4,5,4,3,3,4,3,3,4
1040947,4,4,3,5,4,2,5,4,4,3,3,4,2,3
1040967,3,3,3,1,3,5,3,3,1,3,5,5,3,3
1040982,1,3,3,3,3,3,3,4,2,3,3,5,2,4
1040990,1,3,5,3,3,2,5,5,5,3,5,5,3,5
1041007,3,4,1,5,5,4,2,3,4,4,5,3,1,4
1041011,3,2,3,3,3,4,3,3,3,3,4,4,2,3
1041014,2,4,5,3,5,4,3,4,4,5,5,5,5,5
1041017,4,5,3,4,5,5,5,5,3,5,5,4,3,3
1041022,2,2,3,3,3,3,3,5,3,3,3,5,3,3
1041023,2,2,3,3,3,3,3,3,3,3,3,5,3,3
1041068,3,4,3,5,5,5,5,4,5,4,5,5,3,4
1041072,4,2,5,1,4,3,4,5,3,4,4,4,1,5
1041079,5,4,4,4,4,5,4,4,3,3,4,3,4,4
1062627,2,3,2,4,3,3,3,4,4,4,4,5,4,3
1062636,2,2,4,3,5,4,3,3,3,3,4,3,4,3
1062652,4,4,2,4,4,2,3,2,4,2,3,4,4,5
1062655,3,2,3,2,4,2,4,3,3,2,3,5,2,2
1004037,3,3,4,3,4,4,4,5,5,5,5,5,5,4
1004040,3,3,2,4,4,4,4,4,3,3,5,3,2,4
1004796,4,3,2,4,3,3,4,3,2,3,5,3,4,2
1004813,5,4,5,5,5,5,5,5,5,3,5,5,3,5
1004867,4,4,3,3,2,4,4,4,4,4,4,4,4,4
1004887,2,2,4,4,4,3,5,4,2,5,5,2,5,3
1004897,3,4,5,3,3,5,5,5,3,4,3,5,4,5
1004913,3,4,4,2,4,3,4,4,3,4,5,5,2,4
1004922,4,4,3,4,5,4,4,4,5,4,4,4,4,3
1004927,3,1,5,3,3,3,3,3,3,2,4,4,2,2
1004937,3,3,2,3,2,4,4,3,4,2,3,1,4,3
1004938,3,2,4,1,5,3,3,4,2,3,4,1,3,3
1006865,5,3,4,3,4,4,4,3,3,3,2,5,4,5
1006866,2,3,1,3,4,2,2,3,3,3,4,3,2,2
1006868,4,4,4,4,4,4,4,3,3,3,3,5,5,4
1006876,4,3,2,4,5,4,3,2,2,2,4,2,4,4
1006912,1,1,2,3,5,2,2,4,3,3,1,5,2,2
1076193,3,3,4,4,4,4,4,4,4,3,3,4,4,4
1078655,4,3,3,3,3,3,4,4,4,3,5,5,3,4
1031372,4,3,3,4,5,4,5,4,3,3,5,5,5,3
1031375,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1031391,1,1,4,2,3,4,4,2,3,3,5,2,1,4
1031397,2,1,3,3,4,2,5,2,1,2,4,1,4,2
1031403,4,4,4,4,4,4,4,4,4,4,4,5,4,4
1031404,2,2,2,1,4,3,2,2,3,2,5,1,3,2
1031432,4,3,3,3,3,3,3,3,3,3,4,3,3,3
1031433,4,3,4,4,3,2,4,4,3,4,3,5,3,4
1031452,4,3,3,2,4,4,4,4,4,3,4,4,3,3
1031455,3,3,4,4,3,4,4,3,3,3,4,5,3,4
1031456,3,3,3,4,4,4,3,3,4,3,3,4,4,3
1031481,5,5,5,2,2,4,5,5,5,4,4,3,3,5
1031484,4,3,4,3,3,4,4,4,3,4,4,4,4,4
1031493,3,3,5,3,4,5,4,4,5,4,5,5,3,4
1031508,3,3,4,3,4,5,4,4,5,3,4,5,4,4
1031520,3,2,4,3,1,2,3,5,4,3,2,3,4,3
1031539,3,3,4,3,3,3,4,4,3,3,4,3,4,4
1031548,2,1,4,2,3,4,5,2,2,1,2,4,5,2
1031562,3,2,4,5,4,4,4,4,4,4,3,5,4,4
1061916,1,3,3,3,4,2,5,3,4,3,3,5,3,4
1068232,4,4,3,4,3,3,4,4,4,3,4,4,3,3
1068233,3,3,3,3,2,3,3,3,3,3,3,3,3,3
1068236,1,3,3,1,1,1,4,4,2,3,4,1,2,2
1068255,3,3,4,3,4,4,4,4,5,5,5,4,4,4
1068257,3,3,4,4,4,4,3,4,4,4,5,5,3,4
1068279,3,4,4,4,3,4,5,5,5,5,5,5,5,5
1068282,3,3,4,3,3,4,4,4,3,3,3,3,3,4
1068294,4,5,5,3,4,5,5,5,2,5,5,5,5,5
1068309,3,3,3,4,5,3,3,2,4,3,2,5,3,3
1068310,4,4,3,5,5,2,3,4,5,4,3,5,4,4
1068312,4,4,4,3,3,4,4,4,3,4,4,3,3,4
1068314,5,3,3,4,4,3,5,5,4,4,4,2,2,3
1068318,2,4,2,1,5,2,2,1,1,5,5,2,2,2
1068320,3,4,3,3,2,4,4,3,4,3,2,5,2,4
1083165,4,3,4,3,4,3,4,4,5,5,5,4,3,4
1083166,2,3,2,4,4,3,2,3,4,2,4,4,5,3
1083191,1,3,4,4,3,2,3,5,5,3,3,5,5,5
1002638,4,3,3,4,4,5,4,4,4,3,5,5,5,4
1002640,1,4,3,3,4,3,3,4,2,4,3,2,4,3
1002653,1,3,2,3,4,2,2,2,3,2,3,2,2,1
1002654,2,4,4,4,4,5,5,3,4,3,5,4,3,4
1002662,4,2,3,2,2,4,3,3,3,2,5,4,3,4
1002671,2,2,1,1,3,2,2,2,2,2,3,2,3,1
1002676,5,5,5,4,3,4,5,5,5,4,5,5,5,5
1002715,3,3,5,4,3,3,4,4,4,4,5,5,4,4
1002732,5,3,5,5,3,4,3,5,5,5,4,3,3,4
1002743,3,3,4,2,4,3,4,3,4,5,5,3,3,5
1002749,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1002758,4,4,4,4,4,4,4,5,4,4,4,5,4,4
1002764,2,2,2,3,3,2,2,2,2,2,4,3,4,3
1002777,4,3,3,3,1,4,4,4,5,4,5,5,2,3
1002781,4,3,2,2,3,2,3,3,3,4,5,5,5,5
1002786,4,4,4,3,4,3,4,4,4,4,4,5,3,4
1002788,3,1,3,4,3,5,4,4,4,5,3,4,2,3
1002790,4,4,2,5,2,4,4,3,5,5,5,5,5,4
1002793,4,4,4,4,3,4,4,4,4,4,4,4,4,4
1002805,2,3,3,4,4,2,4,4,4,3,4,2,4,4
1002811,5,5,4,3,3,3,4,3,4,4,3,4,4,3
1013548,3,2,4,4,4,3,4,4,4,3,4,5,4,4
1013552,4,3,2,4,2,3,2,3,4,4,4,4,4,3
1013560,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1013566,2,3,3,3,2,4,4,3,3,2,4,5,3,3
1013575,3,4,4,3,4,4,3,4,3,4,4,4,4,5
1013592,4,3,2,4,2,3,3,3,4,1,3,2,4,3
1013622,3,3,4,2,4,2,3,3,3,3,4,3,3,3
1081617,5,4,4,2,4,2,4,4,3,4,4,5,3,4
1016184,4,4,5,3,4,4,5,4,3,5,4,3,5,4
1016193,2,4,3,4,4,5,4,3,4,4,4,4,3,4
1016199,4,4,4,4,2,1,4,4,4,4,4,4,4,4
1016205,4,3,4,2,4,4,4,4,4,4,4,4,3,3
1016214,3,2,1,3,4,3,2,2,2,3,4,3,2,2
1016219,4,5,4,5,5,5,5,5,5,5,3,5,5,5
1016221,3,4,4,4,3,4,4,3,4,3,5,5,5,4
1016225,4,3,2,3,2,3,4,2,2,3,2,3,3,2
1016238,3,5,3,1,5,5,5,3,3,3,3,5,3,5
1016244,3,3,3,3,3,3,3,3,2,3,3,3,3,3
1016253,2,5,5,4,4,5,4,5,5,4,4,3,5,4
1016273,3,3,4,4,5,4,4,4,4,4,3,4,2,4
1016286,3,3,4,4,4,3,4,4,3,4,5,5,3,4
1022779,5,5,4,3,3,5,5,5,5,5,3,5,4,4
1022800,4,4,4,3,3,4,4,4,4,4,4,5,3,5
1022804,3,2,4,3,2,3,3,4,3,3,3,3,3,4
1022816,3,1,4,3,3,1,5,3,5,4,3,5,3,4
1022821,3,3,2,4,3,4,4,3,3,3,4,5,4,3
1022839,3,4,4,4,4,4,5,5,4,5,5,5,5,5
1022843,4,4,4,3,3,4,3,5,4,4,4,5,3,4
1022854,2,2,2,2,3,3,3,1,2,1,3,2,4,1
1022876,4,5,4,4,4,4,4,4,4,5,5,5,4,4
1050031,2,2,2,2,4,3,4,2,2,2,4,4,1,2
1056833,3,1,2,4,2,3,3,3,4,3,4,2,3,2
1056834,3,3,4,4,4,5,3,2,4,2,3,3,4,3
1056846,5,3,4,4,4,3,4,4,5,2,4,5,3,5
1010342,3,2,2,2,5,5,3,3,5,4,5,5,4,4
1010353,3,3,5,4,4,4,4,3,4,3,3,4,4,5
1010367,3,3,4,4,5,5,4,4,4,4,3,4,3,4
1010382,3,2,4,4,3,4,2,2,4,2,2,4,2,2
1010436,4,3,3,3,2,4,4,4,3,4,4,3,4,4
1010440,4,4,5,4,5,5,5,5,4,4,5,5,5,5
1010476,2,1,2,1,1,1,1,1,1,1,1,2,1,1
1010502,5,4,3,4,3,4,4,3,3,4,4,3,2,3
1010514,1,4,3,3,3,4,5,5,5,5,5,5,3,5
1010595,4,4,3,3,3,5,5,4,3,4,5,5,4,4
1010596,3,3,3,2,3,4,4,4,3,3,4,4,2,4
1010604,4,4,3,5,4,4,3,4,4,4,5,5,5,4
1030206,3,3,2,2,3,4,4,3,2,4,5,2,4,3
1034333,2,4,4,4,3,3,4,3,4,4,4,2,4,3
1046716,4,3,5,4,4,4,5,4,5,5,5,5,4,4
1008259,3,4,4,4,5,4,5,4,4,5,5,3,3,3
1008265,4,3,4,2,2,4,4,4,2,3,4,4,3,2
1008272,1,1,4,4,3,3,3,4,3,4,4,5,4,4
1008274,3,3,4,2,2,3,3,4,2,3,4,4,4,3
1008277,4,4,4,3,3,4,4,4,4,3,4,4,3,3
1008283,3,3,4,3,4,3,3,4,3,3,4,4,4,4
1008294,3,3,4,3,2,3,4,4,4,4,4,5,3,3
1008298,2,4,4,4,3,2,3,4,3,4,5,4,4,3
1009415,3,3,4,4,5,3,4,3,5,5,5,3,2,3
1009416,4,2,3,2,4,3,2,3,2,3,5,2,5,3
1009431,5,3,2,3,4,4,4,3,4,3,5,4,4,4
1009439,4,3,4,4,2,4,4,3,4,3,4,3,4,4
1009443,4,3,3,3,4,4,3,4,2,5,3,1,3,1
1009451,1,4,5,3,4,5,5,3,2,3,4,3,3,4
1009454,4,3,3,4,4,3,4,4,3,4,5,3,4,3
1009462,3,3,3,4,3,4,4,3,3,3,4,4,3,3
1009482,3,3,2,4,4,4,4,3,3,3,3,2,3,3
1009487,4,3,2,4,4,2,4,4,4,3,4,4,4,4
1009500,3,3,4,4,4,4,5,4,4,4,4,4,4,4
1009508,3,3,3,2,1,3,3,2,4,2,3,2,4,2
1009510,3,2,3,3,3,3,4,2,4,2,3,2,3,2
1009512,3,4,4,3,5,3,4,3,4,4,4,4,4,4
1009513,4,5,4,4,4,5,5,4,4,5,4,5,5,5
1009527,3,3,3,3,2,2,4,3,4,3,4,3,4,4
1009528,3,3,3,3,4,4,4,3,3,3,3,4,3,3
1009545,3,2,2,2,3,3,3,3,3,3,3,5,3,4
1009573,4,4,4,3,3,2,3,4,4,4,4,3,4,4
1009578,3,3,4,4,3,2,4,3,3,4,2,3,4,4
1009617,3,4,3,4,3,4,4,3,5,3,5,5,4,3
1009622,2,2,2,2,4,3,3,1,2,1,3,2,4,2
1009629,5,1,5,2,2,1,3,4,3,3,4,2,3,2
1009632,4,3,3,1,3,4,4,4,3,3,4,4,4,3
1009642,4,3,2,4,2,3,2,2,3,2,3,4,4,3
1009665,2,1,1,4,3,1,2,1,1,1,3,2,1,1
1009672,3,3,4,2,2,2,4,4,2,4,4,4,2,4
1009683,5,2,2,2,3,3,4,2,1,5,4,2,4,3
1009685,3,3,3,3,4,4,4,4,4,4,4,5,3,4
1009697,4,2,3,2,2,3,3,2,2,3,3,2,2,3
1009699,2,2,3,2,4,4,3,4,4,4,4,4,3,4
1009700,4,3,2,3,3,4,4,3,3,2,4,2,3,4
1009701,4,4,3,3,4,3,4,4,3,3,5,3,4,3
1009702,3,3,2,3,2,4,3,3,3,3,5,4,3,2
1009709,2,2,3,2,2,2,4,3,2,2,3,2,2,2
1016383,1,1,2,2,3,3,4,2,3,4,4,3,4,2
1064225,4,5,3,1,4,5,5,5,1,3,4,3,4,4
1066590,3,3,3,3,4,4,3,2,3,3,5,3,3,3
1025158,2,2,3,2,5,3,3,2,3,2,2,3,4,3
1025169,3,2,3,4,3,3,2,4,1,4,4,1,3,3
1025180,2,3,4,3,3,5,5,5,5,4,5,5,2,4
1025183,2,2,3,3,5,3,4,3,4,4,4,3,4,3
1025217,2,2,2,2,2,4,3,2,3,3,5,5,4,2
1025229,4,3,3,3,4,4,5,3,4,3,5,4,3,4
1025233,3,3,4,3,4,3,4,4,4,2,3,5,4,4
1025240,4,4,4,4,3,5,5,5,4,5,4,5,5,4
1025258,3,4,3,3,4,4,5,4,3,4,4,5,3,4
1025261,1,3,1,1,5,1,2,1,1,2,5,4,4,1
1025301,2,3,3,2,2,3,4,3,2,3,4,4,4,3
1053246,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1053248,3,3,3,3,3,2,3,3,3,2,3,4,2,3
1053270,3,3,4,3,3,4,4,4,3,3,3,4,4,4
1053272,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1053283,3,3,4,3,4,5,5,4,3,3,5,5,3,4
1053299,3,3,3,1,4,4,3,4,3,3,5,4,4,2
1053301,2,3,4,1,3,5,4,4,3,3,5,4,3,4
1053323,2,2,3,3,4,4,5,4,3,4,5,5,4,4
1053324,5,4,5,4,3,5,5,5,4,4,4,5,5,5
1053339,4,3,3,3,4,2,3,4,3,4,4,4,4,4
1053340,3,4,4,4,4,4,4,4,4,3,4,4,4,4
1053348,3,2,3,4,3,4,4,3,4,4,2,5,3,4
1053358,3,3,4,3,4,5,4,2,2,3,4,2,3,3
1053367,1,2,2,2,3,2,3,3,4,3,3,4,3,3
1053382,3,4,2,4,4,3,4,2,2,3,4,3,3,3
1053385,3,3,3,3,3,4,4,4,4,4,4,5,4,5
1053394,2,2,4,3,3,4,4,3,3,3,4,4,3,3
1053402,3,3,4,1,4,4,4,4,2,4,4,4,2,3
1053421,3,3,5,3,5,5,4,4,4,5,5,5,4,4
1053439,2,3,3,4,2,2,2,2,3,2,4,4,2,2
1053468,3,3,4,3,5,4,3,4,4,3,3,5,3,4
1053494,3,3,4,4,4,5,5,4,4,5,5,5,5,5
1053501,3,3,4,4,3,3,5,4,5,3,4,5,3,4
1053504,4,3,3,3,4,4,4,4,4,3,5,3,3,3
1053519,3,3,4,3,4,2,4,3,3,2,5,3,4,4
1053520,5,5,4,4,4,3,5,5,5,5,5,5,2,5
1053521,3,3,4,4,3,3,4,3,2,3,3,3,4,3
1053534,3,4,4,4,4,3,5,4,5,5,4,5,5,5
1053540,2,2,4,3,5,4,5,2,4,2,5,5,4,3
1053552,2,2,3,2,4,3,3,4,2,3,4,3,3,4
1068939,3,4,4,4,2,4,3,3,4,3,5,5,4,4
1068953,4,5,4,3,4,4,4,4,4,5,4,5,4,4
1077015,3,2,1,2,3,3,3,4,3,2,3,4,2,4
1077020,3,3,4,2,2,4,4,3,3,3,5,4,3,3
1094474,4,4,3,4,4,4,4,3,4,4,4,4,4,3
1103489,5,2,4,4,5,2,4,2,1,4,3,2,3,2
1029599,4,3,4,3,3,3,4,3,3,4,4,5,2,4
1029608,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1029609,2,3,3,3,4,4,4,4,3,3,4,5,5,4
1029612,3,4,3,4,4,2,2,3,4,3,5,3,4,4
1029613,4,3,4,3,5,4,3,4,4,4,5,5,4,4
1029621,3,3,3,2,4,4,4,3,2,4,4,4,2,3
1029622,3,2,4,3,1,3,2,2,3,3,5,4,2,3
1029635,4,4,3,3,5,5,4,5,4,3,5,5,5,4
1029640,3,4,4,4,3,4,4,2,4,4,4,5,4,4
1029664,4,4,4,4,2,4,4,4,5,4,4,5,4,4
1029686,4,3,5,4,4,5,5,5,3,4,4,5,5,4
1029694,3,3,4,3,3,3,3,3,3,4,4,4,3,3
1029733,3,3,3,3,3,4,4,4,4,4,4,3,4,4
1029745,3,3,4,4,4,4,4,4,4,4,4,4,5,4
1029749,3,2,4,2,3,3,4,4,2,3,5,5,4,3
1029750,5,4,4,5,4,4,5,5,4,5,5,5,5,4
1029767,3,4,3,3,4,4,4,4,4,4,3,5,4,4
1029776,4,5,3,4,4,5,5,5,4,5,4,4,3,4
1029780,4,4,4,2,2,4,4,4,3,4,3,5,4,4
1029783,3,4,2,1,3,3,3,3,3,3,5,4,1,3
1029786,2,3,3,2,2,4,4,4,2,3,3,3,3,4
1029795,3,5,4,3,1,4,4,4,2,4,5,5,4,5
1029805,4,3,4,3,4,4,4,4,3,3,4,4,3,4
1029810,3,3,4,1,4,4,5,5,2,5,5,4,5,5
1039257,4,2,1,4,1,2,3,2,4,2,2,3,2,3
1039279,3,3,4,3,3,5,5,3,3,3,4,4,5,3
1039298,3,4,3,4,3,4,3,3,4,4,5,4,5,5
1069085,3,4,3,4,3,5,5,4,4,3,4,5,4,4
1069106,3,4,5,3,5,5,5,5,5,5,5,5,5,5
1069109,2,3,3,3,3,3,3,3,3,3,3,3,3,3
1069120,3,4,4,3,2,4,4,4,3,4,4,5,5,4
1069122,3,3,4,3,4,4,4,3,3,3,2,4,2,4
1085502,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1061057,4,3,2,5,3,5,4,3,5,5,5,5,5,4
1061058,2,3,4,3,2,5,4,4,4,2,4,4,2,4
1061084,4,3,3,3,4,3,5,4,4,4,5,4,4,4
1061086,2,2,3,3,2,3,3,3,3,2,4,3,2,3
1064613,4,4,4,4,3,5,4,4,4,4,4,4,5,4
1064622,4,4,3,3,3,3,4,4,2,4,4,2,3,3
1064623,2,3,2,4,2,2,2,2,2,3,5,3,4,2
1064661,3,4,2,2,2,3,4,3,3,2,5,4,4,3
1064668,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1064675,4,3,2,3,4,4,4,4,3,3,3,3,2,3
1064684,4,3,3,3,3,3,3,3,4,3,3,5,2,3
1064703,3,2,4,2,4,3,2,2,2,3,4,3,3,3
1064713,2,5,4,2,3,5,4,5,5,5,5,5,5,5
1064719,3,2,2,3,3,1,3,2,3,2,4,4,3,3
1064727,3,3,4,4,4,4,5,4,4,4,4,5,4,4
1064743,5,5,4,4,3,5,5,5,5,5,5,5,5,5
1064748,4,2,3,4,4,4,3,3,4,2,5,3,3,3
1064754,3,3,4,3,4,4,4,4,5,4,4,5,4,5
1064758,3,4,3,3,2,3,3,4,4,3,3,4,4,4
1064764,4,4,3,3,3,4,4,5,4,4,5,5,4,4
1064765,2,2,4,3,3,2,4,4,2,3,4,2,3,3
1064774,4,4,4,4,4,1,5,5,5,3,5,5,4,4
1064785,4,2,3,4,4,4,4,3,4,4,5,4,2,4
1064827,4,3,3,3,4,4,4,4,5,4,5,4,3,4
1064836,5,4,5,5,5,5,5,5,5,5,5,3,5,5
1064838,1,1,3,1,3,3,5,1,1,1,5,3,1,1
1064856,3,2,2,4,4,2,2,2,4,4,4,5,4,3
1064876,4,3,3,3,3,3,4,4,3,4,3,4,4,4
1064892,4,4,3,4,4,3,4,4,3,4,5,4,5,4
1064904,4,4,3,3,3,4,4,3,3,4,4,4,4,5
1069396,4,3,5,4,4,5,4,4,3,4,4,5,5,5
1085854,5,5,5,5,5,4,4,5,4,4,5,5,4,5
1085858,4,4,4,4,4,4,4,4,3,5,4,4,4,3
1085863,4,2,4,4,3,5,4,5,3,5,5,5,4,5
1085865,3,4,2,1,1,2,3,3,2,2,5,3,3,3
1011446,1,1,2,4,4,5,2,1,3,1,2,1,2,1
1011452,3,3,3,4,3,4,4,4,2,3,4,3,5,3
1011460,4,4,4,3,3,4,4,4,3,4,4,4,4,3
1011465,2,2,2,1,4,4,4,2,1,2,4,3,4,2
1011468,3,3,4,3,4,3,3,3,3,3,4,3,3,3
