Serial,male,minority,deprived
1103326,1,0,0
1111269,1,0,1
1111270,1,0,1
1082521,1,0,0
1086336,1,0,1
1098620,1,1,0
1098660,1,0,0
1098754,1,0,0
1102844,1,0,1
1102875,1,0,1
1108098,1,0,0
1108099,1,0,0
1033157,1,1,0
1069997,1,0,0
1070139,1,0,0
1070208,1,0,0
1071051,1,0,1
1082449,1,0,1
1082457,1,0,1
1011142,1,0,0
1011160,1,0,0
1011173,1,0,0
1011283,1,0,0
1011287,1,0,0
1011310,1,0,0
1011372,1,0,0
1011406,1,0,0
1031304,1,0,1
1031311,1,0,1
1031322,1,1,1
1032061,1,1,0
1041737,1,0,0
1041753,1,0,0
1041928,1,1,0
1041930,1,0,0
1041934,1,0,0
1058589,1,0,0
1058674,1,0,0
1017473,1,0,0
1017511,1,0,0
1035729,1,0,0
1035769,1,0,0
1035791,1,0,0
1035803,1,0,0
1035823,1,0,0
1035949,1,0,0
1035958,1,0,0
1066673,1,0,0
1066686,1,0,0
1066920,1,0,0
1084162,1,0,1
1084183,1,0,1
1090200,1,0,0
1046348,1,0,0
1046426,1,0,0
1046585,1,0,0
1072628,1,1,0
1077008,1,0,1
1090408,1,1,1
1070445,1,0,1
1070463,1,1,1
1073188,1,1,1
1073190,1,1,1
1073208,1,1,1
1073235,1,1,1
1073265,1,1,1
1085059,1,1,1
1085061,1,1,1
1085097,1,1,1
1085105,1,1,1
1058804,1,1,0
1071493,1,1,0
1073465,1,1,1
1073563,1,1,1
1081606,1,1,1
1081609,1,1,1
1047079,1,1,0
1050052,1,1,1
1050125,1,1,1
1071930,1,0,1
1071953,1,0,1
1046946,1,0,1
1047424,1,0,0
1047453,1,0,0
1047472,1,0,0
1056696,1,1,1
1056765,1,1,1
1057054,1,1,0
1057080,1,1,0
1001010,1,0,0
1018429,1,1,0
1067081,1,1,1
1067101,1,1,1
1083615,1,1,1
1025332,1,1,1
1025377,1,1,1
1074374,1,1,0
1061152,1,1,1
1061162,1,1,1
1061196,1,1,1
1061242,1,1,1
1061253,1,1,1
1061262,1,1,1
1061328,1,1,1
1061330,1,1,1
1061380,1,1,1
1077306,1,1,1
1077341,1,1,1
1077382,1,1,1
1077410,1,1,1
1060603,1,1,1
1060650,1,1,1
1060656,1,1,1
1060718,1,1,1
1089741,1,1,1
1089768,1,1,1
1089769,1,1,1
1019743,1,0,1
1035387,1,1,1
1035388,1,1,1
1035400,1,1,1
1035406,1,1,1
1035428,1,1,1
1035458,1,1,1
1035463,1,1,1
1035510,1,1,1
1035514,1,1,1
1065389,1,0,1
1043308,1,1,1
1069127,1,1,1
1069133,1,1,1
1069147,1,0,1
1069149,1,0,1
1069778,1,1,1
1069784,1,1,1
1069811,1,1,1
1087127,1,1,1
1087153,1,1,1
1045105,1,1,1
1045508,1,0,1
1045539,1,1,1
1022758,1,0,0
1063958,1,0,1
1066054,1,1,1
1066078,1,1,1
1084048,1,1,1
1084067,1,1,1
1084076,1,1,1
1084087,1,0,1
1022502,1,0,0
1060322,1,1,1
1060385,1,1,1
1060418,1,1,1
1060459,1,1,1
1063561,1,0,1
1066122,1,1,1
1066123,1,1,1
1066154,1,1,1
1066165,1,1,1
1066170,1,1,1
1043526,1,1,1
1043536,1,1,1
1043564,1,1,1
1043578,1,1,1
1047093,1,1,1
1047111,1,1,1
1047153,1,1,1
1047154,1,1,1
1047176,1,1,1
1047177,1,1,1
1047184,1,1,1
1047236,1,1,1
1047248,1,1,1
1071130,1,0,1
1073934,1,0,1
1014089,1,0,0
1053836,1,1,0
1055853,1,1,1
1075717,1,1,1
1008816,1,0,0
1048419,1,1,1
1013828,1,0,0
1013850,1,0,0
1013876,1,0,0
1013891,1,0,0
1037741,1,1,1
1043611,1,0,0
1069237,1,0,1
1041279,1,1,0
1053896,1,0,0
1053999,1,0,0
1054037,1,0,0
1054055,1,0,0
1054069,1,0,0
1058323,1,1,1
1058329,1,1,1
1058343,1,1,1
1081635,1,1,1
1086259,1,0,1
1089399,1,0,0
1097904,1,0,1
1101876,1,0,1
1106991,1,1,1
1107034,1,1,1
1107083,1,1,1
1113318,1,1,1
1113326,1,1,1
1113346,1,1,1
1056168,1,0,0
1056270,1,0,0
1056371,1,0,0
1056383,1,0,0
1056390,1,0,0
1073379,1,0,1
1075536,1,1,0
1086185,1,0,1
1086191,1,0,1
1087566,1,1,0
1035143,1,0,0
1035171,1,0,0
1048272,1,0,1
1048282,1,0,1
1048347,1,0,1
1068055,1,1,0
1068064,1,1,0
1076632,1,1,1
1090355,1,1,0
1096673,1,1,1
1060777,1,0,1
1067439,1,0,0
1067560,1,0,0
1067625,1,0,0
1051489,1,0,0
1051610,1,0,0
1051635,1,0,0
1065017,1,0,1
1065057,1,0,1
1074290,1,1,0
1080277,1,1,1
1090652,1,0,1
1051126,1,0,0
1078207,1,0,1
1084438,1,1,0
1020650,1,0,0
1020715,1,0,0
1034149,1,0,1
1034189,1,0,1
1034252,1,0,1
1039414,1,1,1
1039425,1,1,1
1039428,1,1,1
1039432,1,1,1
1039439,1,1,1
1076706,1,1,1
1061494,1,1,0
1062139,1,0,0
1062174,1,0,0
1073990,1,1,1
1074001,1,1,1
1074017,1,1,1
1074395,1,0,1
1074429,1,0,1
1074468,1,0,1
1074480,1,0,1
1074538,1,0,1
1074551,1,0,1
1074559,1,0,1
1095560,1,1,1
1025391,1,1,1
1025393,1,1,1
1039714,1,0,1
1013259,1,0,0
1013313,1,0,0
1013411,1,0,0
1028459,1,1,0
1037838,1,0,1
1037848,1,0,1
1025996,1,0,0
1027220,1,0,0
1027261,1,0,0
1027280,1,0,0
1027283,1,0,0
1027444,1,1,0
1038512,1,1,0
1039820,1,1,0
1045173,1,0,0
1045181,1,0,0
1045207,1,0,0
1045239,1,0,0
1065295,1,1,1
1069418,1,0,1
1069453,1,0,1
1021786,1,0,0
1021885,1,0,0
1021915,1,0,0
1021973,1,0,0
1022015,1,0,0
1022037,1,0,0
1023794,1,1,0
1023824,1,1,0
1043836,1,0,1
1065154,1,0,1
1022723,1,1,0
1022741,1,1,0
1026404,1,0,0
1026407,1,0,0
1026452,1,0,0
1026459,1,0,0
1026460,1,0,0
1026467,1,0,0
1050646,1,1,0
1058941,1,1,1
1058947,1,1,1
1058959,1,1,1
1058970,1,1,1
1059006,1,1,1
1063116,1,0,1
1063138,1,0,1
1063147,1,0,1
1063226,1,0,1
1079124,1,1,1
1081264,1,0,1
1081269,1,0,1
1040078,1,1,1
1040081,1,1,1
1040112,1,1,1
1040159,1,1,1
1048725,1,1,1
1055681,1,0,1
1055713,1,0,1
1055749,1,0,1
1065235,1,0,1
1065238,1,0,1
1065243,1,0,1
1086135,1,1,1
1086613,1,1,1
1086627,1,0,1
1086638,1,0,1
1064157,1,0,1
1069649,1,0,0
1079638,1,1,0
1079659,1,1,0
1083362,1,1,0
1092758,1,1,0
1094726,1,1,1
1094787,1,1,1
1102763,1,1,1
1102773,1,1,1
1068735,1,1,0
1068744,1,0,0
1071519,1,1,0
1071536,1,1,0
1071537,1,1,0
1081377,1,1,1
1081382,1,0,1
1083198,1,1,1
1083226,1,0,1
1083260,1,1,1
1083273,1,1,1
1083292,1,1,1
1024757,1,1,0
1029419,1,1,0
1029439,1,1,0
1029482,1,1,0
1029486,1,1,0
1029550,1,1,0
1029555,1,1,0
1029586,1,1,0
1085560,1,1,0
1097392,1,1,1
1049794,1,0,0
1052614,1,0,1
1060886,1,1,0
1060934,1,1,0
1063822,1,0,1
1091064,1,0,1
1046212,1,0,0
1050498,1,1,0
1050513,1,1,0
1064333,1,1,1
1064341,1,1,1
1064360,1,1,1
1064385,1,1,1
1064391,1,1,1
1064419,1,1,1
1068176,1,1,0
1068198,1,1,0
1068992,1,1,1
1069063,1,1,1
1074139,1,0,0
1087115,1,1,0
1095306,1,0,1
1043076,1,0,0
1034925,1,0,0
1034930,1,0,0
1036025,1,1,1
1036052,1,1,1
1039073,1,0,1
1039083,1,1,0
1042556,1,1,1
1042601,1,1,1
1116020,1,0,0
1116037,1,0,0
1116087,1,0,1
1116098,1,0,1
1116108,1,0,1
1117558,1,1,0
1117899,1,1,1
1117918,1,1,1
1117923,1,1,1
1117934,1,1,1
1118878,1,0,1
1119528,1,1,0
1119586,1,1,1
1119617,1,1,1
1006601,1,0,0
1006619,1,1,0
1006696,1,0,0
1006700,1,0,0
1017252,1,0,1
1017260,1,1,1
1042491,1,0,1
1042495,1,0,1
1009298,1,0,0
1009313,1,0,0
1009381,1,0,0
1028632,1,0,1
1028668,1,0,1
1058914,1,1,1
1071352,1,0,0
1071396,1,0,0
1083861,1,0,1
1083915,1,0,1
1097769,1,1,1
1097792,1,1,1
1101704,1,0,1
1101711,1,0,1
1111096,1,1,1
1111100,1,1,1
1055962,1,0,0
1077699,1,0,1
1083761,1,1,1
1093849,1,0,1
1036603,1,1,1
1036605,1,0,1
1038762,1,1,1
1038764,1,1,1
1039313,1,0,0
1044907,1,0,1
1044918,1,0,1
1045049,1,0,1
1046832,1,0,1
1022606,1,0,1
1040371,1,1,0
1040388,1,1,0
1097997,1,0,0
1098128,1,0,0
1098144,1,0,0
1106864,1,1,0
1110376,1,1,1
1110407,1,0,1
1110441,1,0,1
1110452,1,0,1
1115500,1,0,1
1115507,1,0,1
1115532,1,0,1
1067221,1,0,0
1068598,1,1,0
1072729,1,0,1
1075126,1,1,1
1075139,1,1,1
1075151,1,1,1
1075154,1,1,1
1075175,1,1,1
1075179,1,1,1
1075205,1,1,1
1075212,1,1,1
1083573,1,1,0
1086049,1,0,1
1086051,1,0,1
1086078,1,0,1
1075316,1,0,0
1075354,1,0,0
1075365,1,0,0
1084814,1,0,0
1090475,1,0,1
1090482,1,0,1
1090601,1,0,1
1090611,1,0,1
1098936,1,1,1
1098938,1,1,1
1109309,1,0,1
1090954,1,1,1
1090982,1,1,1
1090999,1,1,1
1095158,1,1,1
1100127,1,1,1
1100138,1,1,1
1100155,1,0,1
1102165,1,0,1
1102203,1,0,1
1102205,1,0,1
1017578,1,0,0
1039158,1,0,1
1039172,1,0,1
1039187,1,0,1
1050303,1,1,1
1028086,1,0,0
1053684,1,0,1
1061674,1,0,1
1061731,1,0,1
1061733,1,0,1
1061762,1,0,1
1075425,1,1,1
1081722,1,0,1
1029926,1,0,0
1029956,1,0,0
1030033,1,1,0
1044869,1,1,1
1047028,1,0,1
1072660,1,1,1
1019326,1,0,0
1019338,1,0,0
1019379,1,0,0
1039902,1,1,0
1047270,1,1,1
1069239,1,0,1
1062510,1,0,1
1062541,1,0,1
1062598,1,0,1
1076903,1,1,1
1094581,1,0,1
1098188,1,0,1
1098194,1,0,1
1106796,1,1,1
1106800,1,1,1
1106816,1,1,1
1010149,1,0,0
1010175,1,0,0
1010189,1,0,0
1042768,1,0,1
1042852,1,0,1
1042853,1,0,1
1020177,1,0,0
1020211,1,0,0
1022289,1,1,1
1040961,1,1,1
1041027,1,0,1
1062631,1,0,1
1062651,1,0,1
1004036,1,1,0
1004812,1,0,0
1004846,1,0,0
1004850,1,0,0
1006863,1,0,1
1076194,1,0,0
1031426,1,0,0
1031494,1,0,0
1031544,1,0,0
1034078,1,0,1
1068250,1,0,1
1068287,1,0,1
1068327,1,0,1
1083180,1,0,1
1002643,1,0,0
1002740,1,0,0
1002801,1,0,0
1030413,1,1,0
1016190,1,0,0
1022806,1,0,1
1022838,1,0,1
1010479,1,0,0
1010559,1,0,0
1009466,1,0,0
1009490,1,0,0
1009566,1,0,0
1009633,1,0,0
1064228,1,0,1
1064233,1,0,1
1023056,1,1,0
1025210,1,0,0
1025228,1,0,0
1055138,1,0,1
1055140,1,0,1
1053295,1,0,0
1053380,1,0,0
1053408,1,0,0
1053451,1,0,0
1053460,1,0,0
1053495,1,0,0
1053518,1,0,0
1053548,1,0,0
1029713,1,0,0
1029751,1,0,0
1069080,1,1,1
1069089,1,0,1
1075048,1,1,1
1064671,1,0,0
1064778,1,0,0
1064833,1,0,0
1004291,1,1,0
1004309,1,1,0
1011464,1,0,0
1011594,1,0,0
1011628,1,0,0
1097725,1,0,1
1087773,1,0,0
1087785,1,0,0
1087834,1,0,0
1088044,1,0,0
1088066,1,0,0
1095431,1,1,0
1097314,1,0,1
1009081,1,0,0
1009095,1,0,0
1009115,1,0,0
1009123,1,0,0
1065972,1,0,0
1008343,1,0,0
1008373,1,0,0
1008384,1,0,0
1008404,1,0,0
1008458,1,0,0
1008502,1,0,0
1008503,1,0,0
1008575,1,0,0
1016340,1,1,0
1064580,1,0,0
1042911,1,0,0
1062809,1,0,1
1062827,1,0,1
1065623,1,1,1
1065645,1,1,1
1065652,1,1,1
1065667,1,1,1
1065668,1,1,1
1074623,1,1,1
1052250,1,1,1
1052301,1,1,1
1055161,1,0,0
1064468,1,0,1
1064469,1,0,1
1064479,1,1,1
1078002,1,0,1
1012337,1,0,0
1012371,1,0,0
1012436,1,0,0
1022123,1,0,1
1022139,1,0,1
1022179,1,0,1
1029886,1,1,0
1021773,1,0,0
1037187,1,0,1
1037209,1,0,1
1037226,1,0,1
1037230,1,0,1
1074592,1,1,1
1074612,1,1,1
1076219,1,0,1
1079922,1,0,0
1080021,1,0,0
1083460,1,0,1
1083539,1,0,1
1097632,1,1,1
1097667,1,1,1
1026372,1,1,1
1026382,1,1,1
1048438,1,0,1
1048451,1,0,1
1080849,1,0,1
1080875,1,0,1
1039460,1,1,0
1039465,1,0,0
1039487,1,0,0
1039503,1,0,0
1039516,1,0,0
1039565,1,0,0
1039594,1,0,0
1064220,1,1,0
1070635,1,1,1
1082739,1,1,1
1082754,1,1,1
1020883,1,0,0
1020892,1,0,0
1020894,1,0,0
1033554,1,1,1
1033561,1,1,1
1036636,1,0,1
1036691,1,0,1
1036769,1,0,1
1050209,1,1,1
1052643,1,0,1
1031782,1,0,0
1031832,1,0,0
1042309,1,0,1
1042334,1,0,1
1042400,1,0,1
1042413,1,0,1
1042452,1,0,1
1042461,1,0,1
1042475,1,0,1
1033485,1,0,0
1033527,1,0,0
1039630,1,0,0
1050697,1,0,1
1050792,1,0,1
1057041,1,0,1
1012541,1,0,0
1012543,1,0,0
1012557,1,0,0
1012659,1,0,0
1012661,1,0,0
1012673,1,0,0
1028160,1,0,1
1028162,1,0,1
1028182,1,0,1
1043136,1,1,1
1044324,1,0,0
1069204,1,0,1
1069208,1,0,1
1042706,1,0,0
1059297,1,0,1
1059365,1,0,1
1059371,1,0,1
1059435,1,1,0
1059449,1,1,0
1068545,1,0,0
1072495,1,1,1
1085130,1,1,1
1034556,1,0,1
1034617,1,0,1
1038072,1,0,0
1038107,1,0,0
1038152,1,0,0
1078057,1,0,1
1082592,1,0,0
1082629,1,0,0
1082651,1,0,0
1082655,1,0,0
1095816,1,0,1
1100668,1,0,0
1010028,1,0,1
1023993,1,0,0
1024024,1,0,0
1024066,1,0,0
1071196,1,0,0
1071205,1,0,0
1071225,1,0,0
1071248,1,0,0
1071268,1,0,0
1071316,1,0,0
1076336,1,0,1
1076350,1,0,1
1076412,1,0,1
1083334,1,0,1
1083355,1,0,1
1056155,1,1,0
1057741,1,0,0
1057796,1,0,0
1057797,1,0,0
1057798,1,0,0
1070291,1,0,1
1070311,1,0,1
1070312,1,0,1
1083398,1,0,0
1009797,1,0,0
1009808,1,0,0
1020970,1,0,1
1057337,1,1,0
1028050,1,0,0
1033292,1,0,1
1033353,1,0,1
1025652,1,0,0
1079594,1,0,1
1079596,1,0,1
1052750,1,0,0
1052755,1,0,0
1062745,1,0,1
1062747,1,0,1
1016721,1,0,0
1045353,1,0,1
1045436,1,0,1
1062210,1,0,1
1015018,1,0,0
1015139,1,0,0
1015173,1,0,0
1016986,1,1,1
1033407,1,0,1
1011818,1,0,0
1011846,1,0,0
1011925,1,0,0
1011926,1,0,0
1029254,1,0,1
1029348,1,0,1
1080337,1,0,1
1023313,1,0,1
1023339,1,0,1
1027067,1,0,0
1027140,1,0,0
1044698,1,1,1
1048384,1,0,0
1037990,1,0,0
1038037,1,0,0
1052049,1,0,1
1052076,1,0,1
1052129,1,0,1
1052143,1,0,1
1052152,1,0,1
1052165,1,0,1
1082109,1,0,1
1082127,1,0,1
1082132,1,0,1
1054243,1,0,0
1054402,1,0,0
1054436,1,0,0
1072272,1,0,1
1072304,1,0,1
1072349,1,0,1
1086228,1,1,1
1013970,1,0,0
1013998,1,0,0
1014003,1,0,0
1035256,1,0,1
1035270,1,0,1
1075463,1,0,1
1018307,1,0,0
1032287,1,0,0
1038661,1,0,1
1032910,1,0,0
1033001,1,0,0
1033038,1,0,0
1033046,1,0,0
1063899,1,0,1
1072517,1,0,1
1022323,1,0,0
1022405,1,0,0
1022409,1,0,0
1022489,1,0,0
1049654,1,0,1
1049660,1,1,1
1049673,1,0,1
1049696,1,0,1
1049709,1,0,1
1050988,1,0,0
1065615,1,1,0
1076184,1,0,1
1048392,1,1,1
1068787,1,0,0
1068804,1,0,0
1068831,1,0,0
1076744,1,0,1
1076754,1,0,1
1076806,1,0,1
1076825,1,0,1
1076857,1,0,1
1087029,1,0,1
1087031,1,0,1
1063005,1,0,0
1063013,1,0,0
1063096,1,0,0
1077502,1,0,1
1077509,1,0,1
1077535,1,0,1
1077568,1,1,1
1077592,1,0,1
1077606,1,0,1
1079685,1,1,0
1033639,1,0,0
1033744,1,0,0
1033768,1,0,0
1033816,1,0,0
1076577,1,0,1
1076578,1,0,1
1054822,1,0,0
1055013,1,0,0
1072239,1,0,0
1079719,1,0,1
1079802,1,0,1
1079829,1,0,1
1109689,1,0,1
1062338,1,0,0
1062396,1,0,0
1062413,1,0,0
1078704,1,0,1
1078723,1,0,1
1078740,1,0,1
1078808,1,0,1
1066373,1,0,1
1072252,1,0,1
1021679,1,0,0
1069192,1,1,1
1009730,1,0,0
1116855,1,0,0
1098536,1,0,0
1093229,1,0,0
1110326,1,0,0
1111037,1,1,0
1064939,1,0,1
1024759,1,0,0
1055228,1,0,0
1009732,1,0,0
1071952,1,0,1
1042539,1,1,1
1064654,1,0,0
1082009,1,0,0
1092014,1,0,0
1103641,1,0,0
1078706,1,0,1
1088937,1,0,0
1088957,1,0,0
1088958,1,0,0
1089040,1,0,0
1089068,1,0,0
1090142,1,0,1
1101499,1,1,0
1101511,1,1,0
1101746,1,1,1
1097841,1,1,0
1099202,1,0,0
1099215,1,0,0
1099255,1,0,0
1099288,1,0,0
1081887,1,0,0
1081979,1,0,0
1092799,1,0,1
1092851,1,0,1
1108874,1,0,0
1109036,1,0,0
1109054,1,0,0
1111121,1,0,1
1111128,1,0,1
1111189,1,0,1
1104663,1,0,0
1078352,1,0,0
1078369,1,0,0
1078371,1,0,0
1089319,1,0,1
1111066,1,1,0
1082879,1,0,0
1082911,1,0,0
1082924,1,0,0
1082962,1,0,0
1082983,1,0,0
1083000,1,0,0
1095080,1,0,1
1119119,1,1,0
1119123,1,1,0
1119140,1,0,0
1119142,1,0,0
1119204,1,0,0
1119739,1,0,1
1119790,1,0,1
1100309,1,0,0
1100501,1,0,0
1100547,1,0,0
1116825,1,1,1
1115565,1,0,0
1115590,1,0,0
1115666,1,0,0
1115952,1,0,0
1115968,1,0,0
1119261,1,1,0
1117242,1,0,0
1117283,1,0,0
1117297,1,0,0
1116875,1,0,0
1116906,1,0,0
1117018,1,0,0
1119331,1,0,1
1119964,1,0,1
1113866,1,0,0
1116222,1,0,1
1116285,1,0,1
1118729,1,1,1
1119694,1,0,0
1119936,1,0,1
1098448,1,0,0
1098471,1,0,0
1098587,1,0,0
1097227,1,1,0
1106135,1,0,0
1106252,1,0,0
1106277,1,0,0
1107424,1,0,0
1107453,1,0,0
1107462,1,0,0
1107569,1,0,0
1107634,1,0,0
1107663,1,0,0
1111351,1,0,1
1115463,1,0,0
1092937,1,0,0
1093206,1,0,0
1093312,1,0,0
1093314,1,0,0
1098992,1,0,1
1105421,1,0,0
1105486,1,0,0
1105589,1,0,0
1110647,1,0,1
1110653,1,0,1
1112309,1,0,1
1104766,1,0,0
1104787,1,0,0
1104948,1,0,0
1104949,1,0,0
1104996,1,0,0
1110764,1,0,1
1112370,1,0,1
1092222,1,0,0
1092338,1,0,0
1108266,1,1,0
1110267,1,0,1
1088211,1,0,0
1088409,1,0,0
1088419,1,0,0
1103525,1,0,1
1109844,1,0,0
1109918,1,0,0
1110088,1,0,0
1110130,1,0,0
1110564,1,0,1
1117544,1,0,1
1103092,1,0,0
1107328,1,0,1
1107355,1,0,1
1110316,1,0,0
1117526,1,0,0
1112505,1,0,0
1112588,1,0,0
1112876,1,0,0
1119677,1,0,0
1085408,1,0,0
1103786,1,0,0
1103898,1,0,0
1109543,1,0,1
1088567,1,0,0
1088645,1,0,0
1088646,1,0,0
1088667,1,0,0
1111279,1,0,1
1111281,1,0,1
1086334,1,1,1
1102813,1,0,1
1069892,1,0,0
1069962,1,0,0
1069971,1,0,0
1070155,1,0,0
1070180,1,1,0
1071013,1,0,1
1071020,1,1,1
1011137,1,0,0
1011242,1,0,0
1011342,1,0,0
1011387,1,0,0
1041727,1,0,0
1041785,1,0,0
1041831,1,0,0
1041936,1,0,0
1058493,1,1,0
1058539,1,0,0
1058646,1,0,0
1058648,1,0,0
1058687,1,0,0
1086329,1,0,0
1046123,1,0,1
1085782,1,0,1
1066655,1,0,0
1066687,1,0,0
1066694,1,0,0
1066929,1,0,0
1066971,1,0,0
1046386,1,0,0
1046468,1,0,0
1046526,1,0,0
1046542,1,0,0
1046568,1,0,0
1046620,1,0,0
1076973,1,0,1
1070607,1,0,0
1071091,1,0,1
1044482,1,0,1
1050041,1,1,1
1050095,1,1,1
1050151,1,1,1
1050162,1,1,1
1047420,1,0,0
1056722,1,1,1
1018419,1,1,0
1027846,1,0,1
1023073,1,0,1
1023080,1,0,1
1025385,1,1,1
1025386,1,0,1
1061160,1,0,1
1061194,1,1,1
1080693,1,0,1
1091127,1,0,1
1040267,1,1,1
1040274,1,0,1
1040298,1,0,1
1060605,1,1,1
1060724,1,1,1
1099365,1,1,1
1019673,1,0,1
1019701,1,0,1
1019710,1,0,1
1019729,1,0,1
1065384,1,1,1
1077754,1,1,1
1087152,1,1,1
1087173,1,1,1
1083724,1,1,1
1083728,1,1,1
1083961,1,0,1
1063948,1,0,1
1063957,1,0,1
1063966,1,0,1
1084053,1,1,1
1060367,1,1,1
1066121,1,1,1
1066151,1,1,1
1043520,1,1,1
1043587,1,1,1
1047089,1,1,1
1047129,1,1,1
1047148,1,1,1
1047160,1,1,1
1085741,1,1,1
1013799,1,0,0
1013866,1,0,0
1016629,1,1,0
1031344,1,0,1
1031362,1,0,1
1031369,1,0,1
1043606,1,0,0
1048380,1,1,0
1041275,1,1,0
1041290,1,1,0
1053945,1,0,0
1053950,1,0,0
1054004,1,0,0
1089452,1,0,0
1089470,1,0,0
1107029,1,1,1
1056338,1,0,0
1056410,1,0,0
1048313,1,0,1
1048353,1,1,1
1068067,1,1,0
1076619,1,1,1
1096666,1,1,1
1060751,1,0,1
1060756,1,0,1
1060791,1,0,1
1064293,1,1,0
1067483,1,0,0
1067495,1,0,0
1067496,1,0,0
1067535,1,0,0
1067631,1,0,0
1051531,1,0,0
1051594,1,0,0
1051630,1,0,0
1065039,1,0,1
1080283,1,1,1
1051084,1,0,0
1051098,1,0,0
1051133,1,0,0
1051157,1,0,0
1063543,1,1,0
1063552,1,1,0
1080759,1,0,0
1080765,1,0,0
1080767,1,0,0
1080771,1,0,0
1020627,1,0,0
1020694,1,0,0
1034227,1,0,1
1034238,1,0,1
1034246,1,0,1
1039421,1,1,1
1039453,1,1,1
1074016,1,1,1
1074108,1,1,1
1074415,1,0,1
1074533,1,0,1
1074540,1,0,1
1018847,1,0,0
1018949,1,0,0
1018960,1,0,0
1039697,1,0,1
1013323,1,0,0
1013445,1,0,0
1027233,1,1,0
1027279,1,0,0
1027332,1,0,0
1027342,1,0,0
1040044,1,0,1
1080304,1,0,1
1039836,1,0,0
1045224,1,0,0
1045277,1,0,0
1069425,1,0,1
1021796,1,0,0
1021844,1,0,0
1021941,1,0,0
1021982,1,0,0
1065174,1,0,1
1058926,1,1,1
1063151,1,0,1
1063177,1,0,1
1063211,1,0,1
1079130,1,1,1
1040167,1,1,1
1055695,1,0,1
1055708,1,0,1
1055738,1,0,1
1061837,1,0,0
1063318,1,0,0
1063330,1,0,0
1063387,1,0,0
1086608,1,0,1
1086619,1,0,1
1069618,1,0,0
1084136,1,0,1
1081366,1,0,1
1081397,1,0,1
1083211,1,1,1
1083274,1,1,1
1024714,1,0,0
1083101,1,0,0
1049804,1,0,0
1049824,1,0,0
1060887,1,1,0
1091063,1,0,1
1046196,1,0,0
1046218,1,0,0
1046259,1,0,0
1050527,1,1,0
1060235,1,0,1
1078094,1,1,0
1068163,1,1,0
1068221,1,1,0
1069013,1,1,1
1074164,1,0,0
1074183,1,0,0
1089693,1,1,1
1095301,1,0,1
1034950,1,0,0
1039062,1,0,1
1118888,1,0,1
1119612,1,1,1
1119634,1,1,1
1119654,1,1,1
1006622,1,0,0
1006716,1,0,0
1009916,1,1,1
1017285,1,0,1
1028657,1,0,1
1028680,1,0,1
1028689,1,1,1
1028730,1,0,1
1028746,1,1,1
1071388,1,0,0
1083847,1,0,1
1101706,1,0,1
1111105,1,1,1
1055903,1,0,0
1069350,1,1,0
1069362,1,1,0
1077654,1,0,1
1077689,1,0,1
1077710,1,0,1
1039318,1,0,0
1039377,1,0,0
1044902,1,0,1
1044905,1,0,1
1044906,1,0,1
1044953,1,0,1
1044954,1,0,1
1044973,1,0,1
1046882,1,0,1
1024355,1,0,0
1040355,1,1,0
1098020,1,0,0
1098057,1,0,0
1098094,1,0,0
1098137,1,0,0
1110360,1,0,1
1110367,1,0,1
1110418,1,0,1
1110448,1,0,1
1113138,1,1,1
1067210,1,0,0
1072771,1,0,1
1072781,1,0,1
1075113,1,1,1
1075118,1,1,1
1086054,1,0,1
1086061,1,0,1
1075307,1,0,0
1075356,1,0,0
1090522,1,0,1
1095146,1,0,1
1095230,1,1,1
1095243,1,0,1
1102172,1,0,1
1017557,1,0,0
1039177,1,0,1
1050317,1,1,1
1061701,1,0,1
1061714,1,0,1
1061758,1,0,1
1029946,1,0,0
1047039,1,0,1
1047064,1,0,1
1024994,1,0,1
1062497,1,0,1
1062509,1,0,1
1062555,1,0,1
1062607,1,0,1
1063470,1,0,1
1080142,1,0,0
1080147,1,0,0
1080238,1,0,0
1090128,1,1,0
1090129,1,1,0
1094510,1,0,1
1094537,1,0,1
1101600,1,1,1
1010085,1,0,0
1010186,1,0,0
1010190,1,0,0
1042830,1,1,1
1004863,1,0,0
1004950,1,0,0
1006838,1,0,1
1006905,1,0,1
1031467,1,0,0
1031477,1,0,0
1031499,1,0,0
1061922,1,0,0
1068251,1,0,1
1068313,1,0,1
1083161,1,0,1
1002695,1,1,0
1002833,1,0,0
1013563,1,0,1
1013598,1,0,1
1016241,1,0,0
1016255,1,0,0
1022770,1,0,1
1022794,1,0,1
1010422,1,0,0
1010444,1,0,0
1010490,1,0,0
1018207,1,0,1
1046721,1,0,1
1009584,1,0,0
1009625,1,0,0
1009645,1,0,0
1025189,1,0,0
1025223,1,0,0
1025234,1,0,0
1025235,1,0,0
1025263,1,0,0
1055139,1,0,1
1053463,1,0,0
1029683,1,0,0
1029715,1,0,0
1029723,1,0,0
1063604,1,0,0
1064650,1,0,0
1064655,1,0,0
1064790,1,0,0
1064863,1,0,0
1064897,1,0,0
1071635,1,0,0
1091391,1,1,0
1011493,1,0,0
1011532,1,0,0
1011742,1,0,0
1087709,1,0,0
1087721,1,0,0
1087787,1,0,0
1087816,1,0,0
1087843,1,0,0
1087911,1,0,0
1087920,1,0,0
1088065,1,0,0
1111054,1,0,1
1009029,1,1,0
1009031,1,0,0
1009111,1,1,0
1009142,1,0,0
1008379,1,0,0
1008387,1,0,0
